regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Nordeste,PI,SAO JOAO DO ARRAIAL,7989,935,11
Sul,PR,SAO JOAO DO CAIUA,5855,1566,16
Nordeste,PB,SAO JOAO DO CARIRI,4199,518,6
Nordeste,MA,SAO JOAO DO CARU,15808,714,9
Sul,SC,SAO JOAO DO ITAPERIU,3733,1249,14
Sul,PR,SAO JOAO DO IVAI,10219,2838,30
Nordeste,CE,SAO JOAO DO JAGUARIBE,7645,1510,17
Sudeste,MG,SAO JOAO DO MANHUACU,11559,1315,33
Sudeste,MG,SAO JOAO DO MANTENINHA,5859,1058,12
Sul,SC,SAO JOAO DO OESTE,6381,911,9
Sudeste,MG,SAO JOAO DO ORIENTE,7498,1280,35
Sudeste,MG,SAO JOAO DO PACUI,4419,221,3
Sudeste,MG,SAO JOAO DO PARAISO,23618,2944,27
Nordeste,MA,SAO JOAO DO PARAISO,11177,1445,18
Sudeste,SP,SAO JOAO DO PAU D'ALHO,2105,218,4
Nordeste,PI,SAO JOAO DO PIAUI,20601,4005,38
Sul,RS,SAO JOAO DO POLESINE,2552,807,8
Nordeste,PB,SAO JOAO DO RIO DO PEIXE,18034,1848,38
Nordeste,RN,SAO JOAO DO SABUGI,6193,2266,13
Nordeste,MA,SAO JOAO DO SOTER,18543,1730,6
Sul,SC,SAO JOAO DO SUL,7297,1984,19
Nordeste,PB,SAO JOAO DO TIGRE,4422,342,6
Sul,PR,SAO JOAO DO TRIUNFO,15120,2226,11
Nordeste,MA,SAO JOAO DOS PATOS,25929,3949,30
Sudeste,MG,SAO JOAO EVANGELISTA,15774,1843,24
Sudeste,MG,SAO JOAO NEPOMUCENO,26361,4896,53
Sul,SC,SAO JOAQUIM,26952,8506,96
Sudeste,SP,SAO JOAQUIM DA BARRA,51888,7446,180
Sudeste,MG,SAO JOAQUIM DE BICAS,31578,2950,123
Nordeste,PE,SAO JOAQUIM DO MONTE,21356,2179,42
Sul,RS,SAO JORGE,2824,591,11
Sul,PR,SAO JORGE D'OESTE,9050,2938,35
Sul,PR,SAO JORGE DO IVAI,5551,2253,16
Sul,PR,SAO JORGE DO PATROCINIO,5641,2155,17
Sul,SC,SAO JOSE,246586,57884,684
Sudeste,MG,SAO JOSE DA BARRA,7426,1876,20
Sudeste,SP,SAO JOSE DA BELA VISTA,8928,338,23
Sul,PR,SAO JOSE DA BOA VISTA,6206,1479,29
Nordeste,PE,SAO JOSE DA COROA GRANDE,21298,1832,44
Nordeste,PB,SAO JOSE DA LAGOA TAPADA,7630,2055,10
Nordeste,AL,SAO JOSE DA LAJE,23927,1480,38
Sudeste,MG,SAO JOSE DA LAPA,23766,5246,47
Sudeste,MG,SAO JOSE DA SAFIRA,4268,574,14
Nordeste,AL,SAO JOSE DA TAPERA,32260,1606,45
Sudeste,MG,SAO JOSE DA VARGINHA,5004,358,1
Nordeste,BA,SAO JOSE DA VITORIA,5657,913,15
Sul,RS,SAO JOSE DAS MISSOES,2537,459,3
Sul,PR,SAO JOSE DAS PALMEIRAS,3654,896,15
Nordeste,PB,SAO JOSE DE CAIANA,6359,630,10
Nordeste,PB,SAO JOSE DE ESPINHARAS,4682,962,7
Nordeste,RN,SAO JOSE DE MIPIBU,43899,6509,87
Nordeste,PB,SAO JOSE DE PIRANHAS,20251,4413,49
Nordeste,PB,SAO JOSE DE PRINCESA,4003,276,1
Nordeste,MA,SAO JOSE DE RIBAMAR,177687,9376,382
Sudeste,RJ,SAO JOSE DE UBA,7171,1536,9
Sudeste,MG,SAO JOSE DO ALEGRE,4196,538,8
Sudeste,SP,SAO JOSE DO BARREIRO,4147,762,9
Nordeste,PE,SAO JOSE DO BELMONTE,33959,3065,63
Nordeste,PB,SAO JOSE DO BONFIM,3557,334,7
Nordeste,PB,SAO JOSE DO BREJO DO CRUZ,1801,459,1
Sudeste,ES,SAO JOSE DO CALCADO,10556,3611,88
Nordeste,RN,SAO JOSE DO CAMPESTRE,12856,1456,28
Sul,SC,SAO JOSE DO CEDRO,13829,3146,30
Sul,SC,SAO JOSE DO CERRITO,8295,1551,16
Nordeste,PI,SAO JOSE DO DIVINO,5346,395,13
Sudeste,MG,SAO JOSE DO DIVINO,3860,399,4
Nordeste,PE,SAO JOSE DO EGITO,33951,5875,60
Sudeste,MG,SAO JOSE DO GOIABAL,5420,882,19
Sul,RS,SAO JOSE DO HERVAL,1971,252,3
Sul,RS,SAO JOSE DO HORTENCIO,4804,1214,13
Sul,RS,SAO JOSE DO INHACORA,2073,865,2
Nordeste,BA,SAO JOSE DO JACUIPE,10462,842,3
Sudeste,MG,SAO JOSE DO JACURI,6453,742,4
Sudeste,MG,SAO JOSE DO MANTIMENTO,2791,350,3
Sul,RS,SAO JOSE DO NORTE,27568,3134,56
Sul,RS,SAO JOSE DO OURO,6933,1664,21
Nordeste,PI,SAO JOSE DO PEIXE,3745,365,4
Nordeste,PI,SAO JOSE DO PIAUI,6705,319,9
Centro-Oeste,MT,SAO JOSE DO POVO,4063,225,8
Centro-Oeste,MT,SAO JOSE DO RIO CLARO,20664,2960,47
Sudeste,SP,SAO JOSE DO RIO PARDO,54946,7811,181
Sudeste,SP,SAO JOSE DO RIO PRETO,460671,150681,3195
Nordeste,PB,SAO JOSE DO SABUGI,4141,990,8
Nordeste,RN,SAO JOSE DO SERIDO,4634,1163,2
Sul,RS,SAO JOSE DO SUL,2408,614,6
Sudeste,RJ,SAO JOSE DO VALE DO RIO PRETO,21795,4150,76
Centro-Oeste,MT,SAO JOSE DO XINGU,5595,1384,21
Sul,RS,SAO JOSE DOS AUSENTES,3527,766,14
Nordeste,MA,SAO JOSE DOS BASILIOS,7641,583,5
Sudeste,SP,SAO JOSE DOS CAMPOS,721944,130608,2351
Nordeste,PB,SAO JOSE DOS CORDEIROS,3628,159,8
Sul,PR,SAO JOSE DOS PINHAIS,323340,68776,1223
Centro-Oeste,MT,SAO JOSE DOS QUATRO MARCOS,18906,5638,122
Nordeste,PB,SAO JOSE DOS RAMOS,5957,822,7
Nordeste,PI,SAO JULIAO,6363,363,15
Sul,RS,SAO LEOPOLDO,236835,48662,896
Sudeste,MG,SAO LOURENCO,45851,14155,178
Nordeste,PE,SAO LOURENCO DA MATA,113230,7097,284
Sudeste,SP,SAO LOURENCO DA SERRA,15825,706,42
Sul,SC,SAO LOURENCO DO OESTE,24076,5560,74
Nordeste,PI,SAO LOURENCO DO PIAUI,4573,69,4
Sul,RS,SAO LOURENCO DO SUL,43582,9717,106
Sul,SC,SAO LUDGERO,13410,4887,38
Nordeste,MA,SAO LUIS,1101884,76220,2748
Centro-Oeste,GO,SAO LUIS DE MONTES BELOS,33817,10596,193
Nordeste,CE,SAO LUIS DO CURU,13000,1797,40
Sudeste,SP,SAO LUIS DO PARAITINGA,10687,967,35
Nordeste,PI,SAO LUIS DO PIAUI,2644,205,1
Nordeste,AL,SAO LUIS DO QUITUNDE,34555,1669,27
Nordeste,MA,SAO LUIS GONZAGA DO MARANHAO,18856,1407,26
Norte,RR,SAO LUIZ,7986,1217,14
Centro-Oeste,GO,SAO LUIZ DO NORTE,5167,1061,21
Sul,RS,SAO LUIZ GONZAGA,33468,9271,122
Nordeste,PB,SAO MAMEDE,7724,1126,35
Sul,PR,SAO MANOEL DO PARANA,2160,597,4
Sudeste,SP,SAO MANUEL,40954,6674,174
Sul,RS,SAO MARCOS,21556,7633,77
Sul,SC,SAO MARTINHO,3180,919,15
Sul,RS,SAO MARTINHO,5426,1383,12
Sul,RS,SAO MARTINHO DA SERRA,3234,210,8
Sudeste,ES,SAO MATEUS,130611,37617,364
Nordeste,MA,SAO MATEUS DO MARANHAO,41529,2370,54
Sul,PR,SAO MATEUS DO SUL,46261,8555,105
Nordeste,RN,SAO MIGUEL,23519,3386,52
Sudeste,SP,SAO MIGUEL ARCANJO,32931,4751,88
Nordeste,PI,SAO MIGUEL DA BAIXA GRANDE,2452,314,3
Sul,SC,SAO MIGUEL DA BOA VISTA,1820,426,8
Nordeste,BA,SAO MIGUEL DAS MATAS,11675,1170,8
Sul,RS,SAO MIGUEL DAS MISSOES,7673,1660,18
Nordeste,PB,SAO MIGUEL DE TAIPU,7368,756,11
Nordeste,SE,SAO MIGUEL DO ALEIXO,3930,502,5
Sudeste,MG,SAO MIGUEL DO ANTA,6938,1177,15
Centro-Oeste,GO,SAO MIGUEL DO ARAGUAIA,21993,7806,86
Nordeste,PI,SAO MIGUEL DO FIDALGO,3039,305,4
Nordeste,RN,SAO MIGUEL DO GOSTOSO,10282,1302,21
Norte,PA,SAO MIGUEL DO GUAMA,58986,5605,77
Norte,RO,SAO MIGUEL DO GUAPORE,23005,4541,64
Sul,PR,SAO MIGUEL DO IGUACU,27452,7112,94
Sul,SC,SAO MIGUEL DO OESTE,40482,9841,86
Centro-Oeste,GO,SAO MIGUEL DO PASSA QUATRO,4057,1492,13
Nordeste,PI,SAO MIGUEL DO TAPUIO,17662,677,17
Norte,TO,SAO MIGUEL DO TOCANTINS,12139,1265,17
Nordeste,AL,SAO MIGUEL DOS CAMPOS,61251,6019,112
Nordeste,AL,SAO MIGUEL DOS MILAGRES,7951,386,16
Sul,RS,SAO NICOLAU,5265,249,16
Centro-Oeste,GO,SAO PATRICIO,2036,593,9
Sudeste,SP,SAO PAULO,12252023,1141470,44369
Sul,RS,SAO PAULO DAS MISSOES,5790,1206,17
Norte,AM,SAO PAULO DE OLIVENCA,39299,6607,67
Nordeste,RN,SAO PAULO DO POTENGI,17579,3646,57
Nordeste,RN,SAO PEDRO,5971,918,19
Sudeste,SP,SAO PEDRO,35653,10356,125
Nordeste,MA,SAO PEDRO DA AGUA BRANCA,12690,609,5
Sudeste,RJ,SAO PEDRO DA ALDEIA,104476,9820,355
Centro-Oeste,MT,SAO PEDRO DA CIPA,4727,1333,28
Sul,RS,SAO PEDRO DA SERRA,3801,829,3
Sudeste,MG,SAO PEDRO DA UNIAO,4659,708,11
Sul,RS,SAO PEDRO DAS MISSOES,2009,740,11
Sul,SC,SAO PEDRO DE ALCANTARA,5823,1304,17
Sul,RS,SAO PEDRO DO BUTIA,2947,874,6
Sul,PR,SAO PEDRO DO IGUACU,5897,1183,23
Sul,PR,SAO PEDRO DO IVAI,10981,3864,59
Sul,PR,SAO PEDRO DO PARANA,2313,894,4
Nordeste,PI,SAO PEDRO DO PIAUI,14291,2451,34
Sudeste,MG,SAO PEDRO DO SUACUI,5246,555,12
Sul,RS,SAO PEDRO DO SUL,16198,3016,41
Sudeste,SP,SAO PEDRO DO TURVO,7666,1018,15
Nordeste,MA,SAO PEDRO DOS CRENTES,4668,740,7
Sudeste,MG,SAO PEDRO DOS FERROS,7781,876,17
Nordeste,RN,SAO RAFAEL,8202,1405,22
Nordeste,MA,SAO RAIMUNDO DAS MANGABEIRAS,18868,3154,45
Nordeste,MA,SAO RAIMUNDO DO DOCA BEZERRA,5237,198,3
Nordeste,PI,SAO RAIMUNDO NONATO,34710,4863,72
Nordeste,MA,SAO ROBERTO,6719,837,5
Sudeste,MG,SAO ROMAO,12337,939,8
Sudeste,SP,SAO ROQUE,91016,7197,135
Sudeste,MG,SAO ROQUE DE MINAS,7051,1929,21
Sudeste,ES,SAO ROQUE DO CANAA,12415,5192,20
Norte,TO,SAO SALVADOR DO TOCANTINS,3082,233,4
Nordeste,AL,SAO SEBASTIAO,34152,2254,42
Sudeste,SP,SAO SEBASTIAO,88980,8779,202
Sul,PR,SAO SEBASTIAO DA AMOREIRA,8853,1947,29
Sudeste,MG,SAO SEBASTIAO DA BELA VISTA,5504,1249,16
Norte,PA,SAO SEBASTIAO DA BOA VISTA,26640,1087,32
Sudeste,SP,SAO SEBASTIAO DA GRAMA,12182,2728,39
Sudeste,MG,SAO SEBASTIAO DA VARGEM ALEGRE,3007,205,6
Nordeste,PB,SAO SEBASTIAO DE LAGOA DE ROCA,11661,1882,22
Sudeste,RJ,SAO SEBASTIAO DO ALTO,9357,831,35
Sudeste,MG,SAO SEBASTIAO DO ANTA,6555,693,14
Sul,RS,SAO SEBASTIAO DO CAI,25685,7284,68
Sudeste,MG,SAO SEBASTIAO DO MARANHAO,10044,1142,4
Sudeste,MG,SAO SEBASTIAO DO OESTE,6775,930,17
Sudeste,MG,SAO SEBASTIAO DO PARAISO,70956,15161,330
Nordeste,BA,SAO SEBASTIAO DO PASSE,44300,4907,107
Sudeste,MG,SAO SEBASTIAO DO RIO PRETO,1506,253,2
Sudeste,MG,SAO SEBASTIAO DO RIO VERDE,2241,599,4
Norte,TO,SAO SEBASTIAO DO TOCANTINS,4805,1010,11
Norte,AM,SAO SEBASTIAO DO UATUMA,14020,2159,19
Nordeste,PB,SAO SEBASTIAO DO UMBUZEIRO,3489,358,6
Sul,RS,SAO SEPE,23621,5079,80
Sudeste,SP,SAO SIMAO,15322,1687,39
Centro-Oeste,GO,SAO SIMAO,20645,3616,71
Sudeste,MG,SAO THOME DAS LETRAS,7089,1451,8
Sudeste,MG,SAO TIAGO,10941,2384,19
Sudeste,MG,SAO TOMAS DE AQUINO,7021,1459,32
Sul,PR,SAO TOME,5722,1898,6
Nordeste,RN,SAO TOME,11055,2054,28
Sul,RS,SAO VALENTIM,3299,406,5
Sul,RS,SAO VALENTIM DO SUL,2242,699,4
Norte,TO,SAO VALERIO,3960,1283,19
Sul,RS,SAO VALERIO DO SUL,2727,339,5
Sul,RS,SAO VENDELINO,2243,685,6
Nordeste,RN,SAO VICENTE,6424,1646,3
Sudeste,SP,SAO VICENTE,365798,30954,1471
Sudeste,MG,SAO VICENTE DE MINAS,7753,941,11
Nordeste,PB,SAO VICENTE DO SERIDO,10775,1237,3
Sul,RS,SAO VICENTE DO SUL,8721,1296,22
Nordeste,MA,SAO VICENTE FERRER,22247,226,9
Nordeste,PE,SAO VICENTE FERRER,18018,2598,38
Nordeste,PB,SAPE,52625,5800,124
Nordeste,BA,SAPEACU,17398,2891,29
Centro-Oeste,MT,SAPEZAL,25881,7816,66
Sul,RS,SAPIRANGA,81734,22871,366
Sul,PR,SAPOPEMA,6736,1526,24
Sudeste,MG,SAPUCAI-MIRIM,6930,1918,7
Norte,PA,SAPUCAIA,5930,410,5
Sudeste,RJ,SAPUCAIA,18228,5537,126
Sul,RS,SAPUCAIA DO SUL,141075,33464,635
Sudeste,RJ,SAQUAREMA,89170,10829,411
Sul,RS,SARANDI,24489,9382,76
Sul,PR,SARANDI,96688,26553,383
Sudeste,SP,SARAPUI,10285,524,7
Sudeste,MG,SARDOA,6300,1070,10
Sudeste,SP,SARUTAIA,3638,151,22
Sudeste,MG,SARZEDO,32752,4616,85
Nordeste,BA,SATIRO DIAS,17273,1630,16
Nordeste,AL,SATUBA,13828,1762,45
Nordeste,MA,SATUBINHA,13914,383,3
Nordeste,BA,SAUBARA,12043,716,21
Sul,PR,SAUDADE DO IGUACU,5500,1731,17
Sul,SC,SAUDADES,9745,2226,19
Nordeste,BA,SAUDE,12913,706,6
Sul,SC,SCHROEDER,21365,7692,45
Nordeste,BA,SEABRA,44091,8088,97
Sul,SC,SEARA,17541,5205,42
Sudeste,SP,SEBASTIANOPOLIS DO SUL,3513,352,10
Nordeste,PI,SEBASTIAO BARROS,3469,25,3
Nordeste,BA,SEBASTIAO LARANJEIRAS,11434,850,10
Nordeste,PI,SEBASTIAO LEAL,4294,1127,9
Sul,RS,SEBERI,10750,3784,48
Sul,RS,SEDE NOVA,2907,583,7
Sul,RS,SEGREDO,7421,1221,8
Sul,RS,SELBACH,5100,1550,32
Centro-Oeste,MS,SELVIRIA,6529,952,21
Sudeste,MG,SEM PEIXE,2633,284,7
Norte,AC,SENA MADUREIRA,45848,8943,86
Nordeste,MA,SENADOR ALEXANDRE COSTA,11141,465,1
Sudeste,MG,SENADOR AMARAL,5356,1646,11
Centro-Oeste,GO,SENADOR CANEDO,115371,42199,470
Sudeste,MG,SENADOR CORTES,2005,606,4
Nordeste,RN,SENADOR ELOI DE SOUZA,6086,853,9
Sudeste,MG,SENADOR FIRMINO,7812,1907,14
Nordeste,RN,SENADOR GEORGINO AVELINO,4440,609,6
Norte,AC,SENADOR GUIOMARD,23024,3222,44
Sudeste,MG,SENADOR JOSE BENTO,1502,461,6
Norte,PA,SENADOR JOSE PORFIRIO,11658,921,21
Nordeste,MA,SENADOR LA ROCQUE,14293,310,27
Sudeste,MG,SENADOR MODESTINO GONCALVES,4156,505,8
Nordeste,CE,SENADOR POMPEU,25496,3659,69
Nordeste,AL,SENADOR RUI PALMEIRA,13870,455,13
Nordeste,CE,SENADOR SA,7623,1639,14
Sul,RS,SENADOR SALGADO FILHO,2779,702,4
Sul,PR,SENGES,19327,4034,62
Nordeste,BA,SENHOR DO BONFIM,79015,8771,118
Sudeste,MG,SENHORA DE OLIVEIRA,5786,702,9
Sudeste,MG,SENHORA DO PORTO,3523,430,2
Sudeste,MG,SENHORA DOS REMEDIOS,10459,1023,18
Sul,RS,SENTINELA DO SUL,5581,854,25
Nordeste,BA,SENTO SE,40684,1744,52
Sul,RS,SERAFINA CORREA,17502,4706,39
Sudeste,MG,SERICITA,7326,1090,6
Norte,RO,SERINGUEIRAS,11856,3610,25
Sul,RS,SERIO,1962,313,7
Sudeste,MG,SERITINGA,1851,412,4
Sudeste,RJ,SEROPEDICA,82312,10874,242
Sudeste,ES,SERRA,517510,149946,1792
Sul,SC,SERRA ALTA,3263,522,6
Sudeste,SP,SERRA AZUL,14662,1466,21
Sudeste,MG,SERRA AZUL DE MINAS,4293,319,0
Nordeste,PB,SERRA BRANCA,13699,1857,40
Nordeste,RN,SERRA CAIADA,10395,1066,19
Nordeste,PB,SERRA DA RAIZ,3148,989,6
Sudeste,MG,SERRA DA SAUDADE,781,159,0
Nordeste,RN,SERRA DE SAO BENTO,5762,759,5
Nordeste,RN,SERRA DO MEL,11938,1843,22
Norte,AP,SERRA DO NAVIO,5397,1996,5
Nordeste,BA,SERRA DO RAMALHO,31472,1429,39
Sudeste,MG,SERRA DO SALITRE,11582,3047,43
Sudeste,MG,SERRA DOS AIMORES,8699,867,11
Nordeste,BA,SERRA DOURADA,17386,1118,24
Nordeste,PB,SERRA GRANDE,2909,432,8
Sudeste,SP,SERRA NEGRA,29229,6941,98
Nordeste,RN,SERRA NEGRA DO NORTE,8078,2575,20
Centro-Oeste,MT,SERRA NOVA DOURADA,1650,708,7
Nordeste,BA,SERRA PRETA,14878,1230,23
Nordeste,PB,SERRA REDONDA,7041,1264,15
Nordeste,PE,SERRA TALHADA,86350,20824,207
Sudeste,SP,SERRANA,45107,10369,148
Sudeste,MG,SERRANIA,7669,1531,26
Nordeste,MA,SERRANO DO MARANHAO,10253,208,5
Centro-Oeste,GO,SERRANOPOLIS,8544,2303,14
Sudeste,MG,SERRANOPOLIS DE MINAS,4781,431,2
Sul,PR,SERRANOPOLIS DO IGUACU,4495,1395,14
Sudeste,MG,SERRANOS,1963,358,1
Nordeste,PB,SERRARIA,6099,1042,13
Nordeste,RN,SERRINHA,6229,1131,14
Nordeste,BA,SERRINHA,80861,11878,115
Nordeste,RN,SERRINHA DOS PINTOS,4800,1114,8
Nordeste,PE,SERRITA,19165,3184,28
Sudeste,MG,SERRO,20966,2313,23
Nordeste,BA,SERROLANDIA,13397,1220,16
Sul,PR,SERTANEJA,5284,1964,21
Nordeste,PE,SERTANIA,35907,3870,60
Sul,PR,SERTANOPOLIS,16369,5523,63
Sul,RS,SERTAO,5415,1582,19
Sul,RS,SERTAO SANTANA,6486,1278,13
Nordeste,PB,SERTAOZINHO,5024,1035,7
Sudeste,SP,SERTAOZINHO,125815,20299,566
Sudeste,SP,SETE BARRAS,12832,2895,47
Sul,RS,SETE DE SETEMBRO,1970,170,5
Sudeste,MG,SETE LAGOAS,239639,47636,703
Centro-Oeste,MS,SETE QUEDAS,10791,1573,26
Sudeste,MG,SETUBINHA,12258,845,6
Sul,RS,SEVERIANO DE ALMEIDA,3657,972,6
Nordeste,RN,SEVERIANO MELO,2440,1373,15
Sudeste,SP,SEVERINIA,17496,2801,83
Sul,SC,SIDEROPOLIS,14007,2347,51
Centro-Oeste,MS,SIDROLANDIA,57665,9606,176
Nordeste,PI,SIGEFREDO PACHECO,10041,465,16
Sudeste,RJ,SILVA JARDIM,21774,4651,39
Centro-Oeste,GO,SILVANIA,20695,6060,38
Norte,TO,SILVANOPOLIS,5403,1755,27
Sul,RS,SILVEIRA MARTINS,2384,642,13
Sudeste,MG,SILVEIRANIA,2261,268,3
Sudeste,SP,SILVEIRAS,6302,564,11
Norte,AM,SILVES,9171,2274,22
Sudeste,MG,SILVIANOPOLIS,6238,1143,12
Nordeste,SE,SIMAO DIAS,40484,4405,102
Sudeste,MG,SIMAO PEREIRA,2615,513,13
Nordeste,PI,SIMOES,14633,1216,16
Nordeste,BA,SIMOES FILHO,134377,11907,282
Centro-Oeste,GO,SIMOLANDIA,6856,982,7
Sudeste,MG,SIMONESIA,19633,2834,49
Nordeste,PI,SIMPLICIO MENDES,12711,2071,51
Sul,RS,SINIMBU,10172,1508,24
Centro-Oeste,MT,SINOP,142996,40499,511
Sul,PR,SIQUEIRA CAMPOS,21016,7200,96
Nordeste,PE,SIRINHAEM,45865,2496,63
Nordeste,SE,SIRIRI,8893,1176,13
Centro-Oeste,GO,SITIO D'ABADIA,2989,273,2
Nordeste,BA,SITIO DO MATO,13012,323,14
Nordeste,BA,SITIO DO QUINTO,9986,945,12
Nordeste,MA,SITIO NOVO,18081,2324,32
Nordeste,RN,SITIO NOVO,5522,916,13
Norte,TO,SITIO NOVO DO TOCANTINS,9029,1172,11
Sul,RS,SOBRADINHO,14967,3790,34
Nordeste,BA,SOBRADINHO,23191,3344,65
Nordeste,PB,SOBRADO,7783,1115,10
Nordeste,CE,SOBRAL,208935,42022,779
Sudeste,MG,SOBRALIA,5553,679,22
Sudeste,SP,SOCORRO,41005,6406,115
Nordeste,PI,SOCORRO DO PIAUI,4569,372,8
Nordeste,PB,SOLANEA,26407,5009,54
Sul,RS,SOLEDADE,31002,10267,108
Nordeste,PB,SOLEDADE,14989,2033,17
Sudeste,MG,SOLEDADE DE MINAS,6151,1177,10
Nordeste,PE,SOLIDAO,6007,1369,4
Nordeste,CE,SOLONOPOLE,18324,3056,39
Sul,SC,SOMBRIO,30374,6944,89
Centro-Oeste,MS,SONORA,19274,3149,41
Sudeste,ES,SOORETAMA,30070,9006,73
Sudeste,SP,SOROCABA,679378,110028,3226
Centro-Oeste,MT,SORRISO,90313,26618,251
Nordeste,PB,SOSSEGO,3555,393,3
Norte,PA,SOURE,25374,778,26
Nordeste,PB,SOUSA,69444,7938,174
Nordeste,BA,SOUTO SOARES,16979,1280,24
Norte,TO,SUCUPIRA,1966,506,4
Nordeste,MA,SUCUPIRA DO NORTE,10636,266,7
Nordeste,MA,SUCUPIRA DO RIACHAO,5660,476,4
Sudeste,SP,SUD MENNUCCI,7718,961,19
Sul,SC,SUL BRASIL,2461,828,7
Sul,PR,SULINA,2981,803,9
Sudeste,SP,SUMARE,282441,40834,994
Nordeste,PB,SUME,16966,3896,47
Sudeste,RJ,SUMIDOURO,15623,3529,60
Nordeste,PE,SURUBIM,65089,6288,98
Nordeste,PI,SUSSUAPARA,6730,707,15
Sudeste,SP,SUZANAPOLIS,3963,453,12
Sudeste,SP,SUZANO,297637,29419,1040
Sul,RS,TABAI,4719,800,8
Centro-Oeste,MT,TABAPORA,9489,1786,27
Sudeste,SP,TABAPUA,12407,3358,68
Norte,AM,TABATINGA,65844,5309,130
Sudeste,SP,TABATINGA,16496,3055,60
Nordeste,PE,TABIRA,28534,4195,53
Sudeste,SP,TABOAO DA SERRA,289664,19899,1047
Norte,TO,TABOCAO,2589,716,10
Nordeste,BA,TABOCAS DO BREJO VELHO,12518,343,17
Nordeste,RN,TABOLEIRO GRANDE,2566,453,6
Sudeste,MG,TABULEIRO,3750,610,14
Nordeste,CE,TABULEIRO DO NORTE,30697,6479,83
Nordeste,PE,TACAIMBO,12874,625,18
Nordeste,PE,TACARATU,25765,1307,31
Sudeste,SP,TACIBA,6285,861,27
Nordeste,PB,TACIMA,10911,689,10
Centro-Oeste,MS,TACURU,11552,1581,18
Sudeste,SP,TAGUAI,13859,3498,47
Norte,TO,TAGUATINGA,16683,2559,34
Sudeste,SP,TAIACU,6295,1313,15
Norte,PA,TAILANDIA,106339,11583,133
Sul,SC,TAIO,18395,4294,30
Sudeste,MG,TAIOBEIRAS,34132,5754,45
Norte,TO,TAIPAS DO TOCANTINS,2148,323,1
Nordeste,RN,TAIPU,12279,1689,18
Sudeste,SP,TAIUVA,5566,1091,18
Norte,TO,TALISMA,2793,840,2
Nordeste,PE,TAMANDARE,23388,977,41
Sul,PR,TAMARANA,14797,2908,50
Sudeste,SP,TAMBAU,23207,5327,61
Sul,PR,TAMBOARA,5120,1412,16
Nordeste,CE,TAMBORIL,26251,5899,87
Nordeste,PI,TAMBORIL DO PIAUI,2919,56,8
Sudeste,SP,TANABI,25967,7033,134
Nordeste,RN,TANGARA,15727,1670,23
Sul,SC,TANGARA,8676,2558,38
Centro-Oeste,MT,TANGARA DA SERRA,103750,29835,402
Sudeste,RJ,TANGUA,34309,7449,156
Nordeste,BA,TANHACU,20403,2384,33
Nordeste,AL,TANQUE D'ARCA,6162,524,13
Nordeste,PI,TANQUE DO PIAUI,2765,478,1
Nordeste,BA,TANQUE NOVO,17366,2019,18
Nordeste,BA,TANQUINHO,7918,985,17
Sudeste,MG,TAPARUBA,3110,1058,10
Norte,AM,TAPAUA,17156,2354,26
Sul,RS,TAPEJARA,24111,8687,60
Sul,PR,TAPEJARA,16205,3439,38
Sul,RS,TAPERA,10584,3534,49
Nordeste,PB,TAPEROA,15376,1798,23
Nordeste,BA,TAPEROA,21074,1481,37
Sul,RS,TAPES,17300,3213,66
Sudeste,MG,TAPIRA,4773,1205,9
Sul,PR,TAPIRA,5539,1467,16
Sudeste,SP,TAPIRAI,7807,872,11
Sudeste,MG,TAPIRAI,1875,84,1
Nordeste,BA,TAPIRAMUTA,17010,723,11
Sudeste,SP,TAPIRATIBA,12960,3095,43
Centro-Oeste,MT,TAPURAH,13705,4734,37
Sul,RS,TAQUARA,57466,11443,205
Sudeste,MG,TAQUARACU DE MINAS,4077,591,10
Sudeste,SP,TAQUARAL,2811,400,12
Centro-Oeste,GO,TAQUARAL DE GOIAS,3529,897,13
Nordeste,AL,TAQUARANA,19980,1177,31
Sul,RS,TAQUARI,26862,4822,84
Sudeste,SP,TAQUARITINGA,57177,14704,249
Nordeste,PE,TAQUARITINGA DO NORTE,28775,1147,30
Sudeste,SP,TAQUARITUBA,23218,7214,119
Sudeste,SP,TAQUARIVAI,5852,1012,21
Sul,RS,TAQUARUCU DO SUL,3072,823,8
Centro-Oeste,MS,TAQUARUSSU,3588,575,8
Sudeste,SP,TARABAI,7468,986,36
Norte,AC,TARAUACA,42567,7063,50
Nordeste,CE,TARRAFAS,8592,927,19
Norte,AP,TARTARUGALZINHO,17315,2579,19
Sudeste,SP,TARUMA,15000,1817,58
Sudeste,MG,TARUMIRIM,14326,583,47
Nordeste,MA,TASSO FRAGOSO,8521,1129,10
Sudeste,SP,TATUI,121766,21510,528
Nordeste,CE,TAUA,58859,14604,212
Sudeste,SP,TAUBATE,314924,37973,1151
Sul,RS,TAVARES,5481,1038,16
Nordeste,PB,TAVARES,14726,1465,19
Norte,AM,TEFE,59849,13569,204
Nordeste,PB,TEIXEIRA,15161,2918,41
Nordeste,BA,TEIXEIRA DE FREITAS,160487,27648,388
Sul,PR,TEIXEIRA SOARES,12367,2076,19
Sudeste,MG,TEIXEIRAS,11661,2264,33
Norte,RO,TEIXEIROPOLIS,4308,1150,9
Nordeste,CE,TEJUCUOCA,19187,2475,37
Sudeste,SP,TEJUPA,4532,401,13
Sul,PR,TELEMACO BORBA,78974,31234,418
