regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Centro-Oeste,MS,MARACAJU,47083,12503,122
Norte,PA,MARACANA,29473,778,51
Nordeste,CE,MARACANAU,227886,33539,861
Nordeste,BA,MARACAS,20834,5043,82
Nordeste,AL,MARAGOGI,32704,2715,54
Nordeste,BA,MARAGOGIPE,44677,3054,58
Nordeste,PE,MARAIAL,11345,367,13
Nordeste,MA,MARAJA DO SENA,7792,272,7
Nordeste,CE,MARANGUAPE,128978,19647,297
Nordeste,MA,MARANHAOZINHO,16265,740,9
Norte,PA,MARAPANIM,28336,1232,46
Sudeste,SP,MARAPOAMA,3031,1163,15
Sul,RS,MARATA,2691,662,5
Sudeste,ES,MARATAIZES,38499,14805,248
Nordeste,BA,MARAU,20570,2379,22
Sul,RS,MARAU,44161,15684,128
Nordeste,AL,MARAVILHA,9163,509,21
Sul,SC,MARAVILHA,25762,8777,81
Sudeste,MG,MARAVILHAS,7976,1419,7
Nordeste,PB,MARCACAO,8558,1413,10
Centro-Oeste,MT,MARCELANDIA,10499,2419,49
Sul,RS,MARCELINO RAMOS,4402,1124,10
Nordeste,RN,MARCELINO VIEIRA,8347,1293,18
Nordeste,BA,MARCIONILIO SOUZA,10406,824,24
Nordeste,CE,MARCO,27361,2814,36
Nordeste,PI,MARCOLANDIA,8492,1008,21
Nordeste,PI,MARCOS PARENTE,4549,441,9
Sul,PR,MARECHAL CANDIDO RONDON,52944,13479,192
Nordeste,AL,MARECHAL DEODORO,51901,8793,132
Sudeste,ES,MARECHAL FLORIANO,16694,7731,72
Norte,AC,MARECHAL THAUMATURGO,18867,1884,15
Sul,SC,MAREMA,1797,546,13
Nordeste,PB,MARI,21837,3738,54
Sudeste,MG,MARIA DA FE,14095,3170,53
Sul,PR,MARIA HELENA,5677,1366,10
Sul,PR,MARIALVA,35496,14662,158
Sudeste,MG,MARIANA,60724,17100,114
Sul,RS,MARIANA PIMENTEL,3885,836,7
Sul,RS,MARIANO MORO,2031,243,6
Norte,TO,MARIANOPOLIS DO TOCANTINS,5175,738,14
Sudeste,SP,MARIAPOLIS,4084,1240,12
Nordeste,AL,MARIBONDO,13264,800,18
Sudeste,RJ,MARICA,161207,26978,817
Sudeste,MG,MARILAC,4115,666,13
Sudeste,ES,MARILANDIA,12833,6506,38
Sul,PR,MARILANDIA DO SUL,8836,2865,47
Sul,PR,MARILENA,7076,1644,20
Sudeste,SP,MARILIA,238882,41799,1152
Sul,PR,MARILUZ,10345,2551,58
Sul,PR,MARINGA,423666,147101,1856
Sudeste,SP,MARINOPOLIS,2112,676,7
Sudeste,MG,MARIO CAMPOS,15416,1694,60
Sul,PR,MARIOPOLIS,6610,1504,26
Sul,PR,MARIPA,5603,1691,26
Sudeste,MG,MARIPA DE MINAS,2973,1007,16
Norte,PA,MARITUBA,131521,5402,153
Nordeste,PB,MARIZOPOLIS,6617,638,14
Sudeste,MG,MARLIERIA,4039,690,21
Sul,PR,MARMELEIRO,14367,5306,60
Sudeste,MG,MARMELOPOLIS,2755,569,12
Sul,RS,MARQUES DE SOUZA,4009,573,9
Sul,PR,MARQUINHO,4405,1184,8
Sudeste,MG,MARTINHO CAMPOS,13388,3335,47
Nordeste,CE,MARTINOPOLE,11233,2098,27
Sudeste,SP,MARTINOPOLIS,26461,2372,102
Nordeste,RN,MARTINS,8725,1171,13
Sudeste,MG,MARTINS SOARES,8417,733,13
Nordeste,SE,MARUIM,17213,1222,44
Sul,PR,MARUMBI,4679,1873,18
Centro-Oeste,GO,MARZAGAO,2236,588,8
Nordeste,BA,MASCOTE,13822,1202,28
Nordeste,CE,MASSAPE,38737,3535,89
Nordeste,PI,MASSAPE DO PIAUI,6441,756,3
Sul,SC,MASSARANDUBA,16916,5168,24
Nordeste,PB,MASSARANDUBA,13918,2148,33
Sul,RS,MATA,4823,1249,14
Nordeste,BA,MATA DE SAO JOAO,46583,5970,79
Nordeste,AL,MATA GRANDE,25216,1041,27
Nordeste,MA,MATA ROMA,16829,652,11
Sudeste,MG,MATA VERDE,8586,824,10
Sudeste,SP,MATAO,83170,7343,234
Nordeste,PB,MATARACA,8434,684,17
Norte,TO,MATEIROS,2684,379,1
Sul,PR,MATELANDIA,17943,4783,70
Sudeste,MG,MATERLANDIA,4459,238,2
Sudeste,MG,MATEUS LEME,31086,10085,103
Sudeste,MG,MATHIAS LOBATO,3203,600,13
Sudeste,MG,MATIAS BARBOSA,14468,4008,67
Sudeste,MG,MATIAS CARDOSO,11157,647,12
Nordeste,PI,MATIAS OLIMPIO,10936,740,14
Nordeste,BA,MATINA,12201,1129,12
Nordeste,MA,MATINHA,23370,392,13
Nordeste,PB,MATINHAS,4500,401,9
Sul,PR,MATINHOS,34720,10241,170
Sudeste,MG,MATIPO,18908,2872,45
Sul,RS,MATO CASTELHANO,2540,814,17
Nordeste,PB,MATO GROSSO,2908,408,3
Sul,RS,MATO LEITAO,4515,1547,9
Sul,RS,MATO QUEIMADO,1648,346,4
Sul,PR,MATO RICO,3272,412,6
Sudeste,MG,MATO VERDE,12459,2129,17
Nordeste,MA,MATOES,33782,1043,14
Nordeste,MA,MATOES DO NORTE,16745,242,6
Sul,SC,MATOS COSTA,2520,414,4
Sudeste,MG,MATOZINHOS,37820,8501,124
Centro-Oeste,GO,MATRINCHA,4351,798,9
Nordeste,AL,MATRIZ DE CAMARAGIBE,24642,1769,45
Centro-Oeste,MT,MATUPA,16566,5559,62
Nordeste,PB,MATUREIA,6569,1438,15
Sudeste,MG,MATUTINA,3749,591,7
Sudeste,SP,MAUA,472912,36667,1684
Sul,PR,MAUA DA SERRA,10601,1756,33
Norte,AM,MAUES,63905,7669,138
Centro-Oeste,GO,MAURILANDIA,14080,1988,35
Norte,TO,MAURILANDIA DO TOCANTINS,3426,762,4
Nordeste,CE,MAURITI,47962,8234,126
Nordeste,RN,MAXARANGUAPE,12371,808,12
Sul,RS,MAXIMILIANO DE ALMEIDA,4377,1280,15
Norte,AP,MAZAGAO,21632,4497,28
Sudeste,MG,MEDEIROS,3802,495,2
Nordeste,BA,MEDEIROS NETO,22688,4320,65
Sul,PR,MEDIANEIRA,46198,14248,154
Norte,PA,MEDICILANDIA,31597,5801,69
Sudeste,MG,MEDINA,20820,1993,36
Sul,SC,MELEIRO,7015,2045,25
Norte,PA,MELGACO,27654,617,17
Sudeste,RJ,MENDES,18614,5491,67
Sudeste,MG,MENDES PIMENTEL,6446,1223,13
Sudeste,SP,MENDONCA,5490,2141,34
Sul,PR,MERCEDES,5536,1558,12
Sudeste,MG,MERCES,10739,465,21
Sudeste,SP,MERIDIANO,3836,648,39
Nordeste,CE,MERUOCA,15057,2425,35
Sudeste,SP,MESOPOLIS,1908,732,6
Sudeste,RJ,MESQUITA,176103,7976,559
Sudeste,MG,MESQUITA,5605,620,10
Nordeste,AL,MESSIAS,17856,1959,33
Nordeste,RN,MESSIAS TARGINO,4601,905,6
Nordeste,PI,MIGUEL ALVES,33760,2303,39
Nordeste,BA,MIGUEL CALMON,26023,3888,41
Nordeste,PI,MIGUEL LEAO,1246,438,3
Sudeste,RJ,MIGUEL PEREIRA,25538,7816,83
Sudeste,SP,MIGUELOPOLIS,22226,1537,107
Nordeste,CE,MILAGRES,27512,4739,67
Nordeste,BA,MILAGRES,10950,991,9
Nordeste,MA,MILAGRES DO MARANHAO,8464,239,0
Nordeste,CE,MILHA,13155,2217,34
Nordeste,PI,MILTON BRANDAO,6613,352,3
Centro-Oeste,GO,MIMOSO DE GOIAS,2597,725,2
Sudeste,ES,MIMOSO DO SUL,26153,7564,78
Centro-Oeste,GO,MINACU,29070,8409,76
Nordeste,AL,MINADOR DO NEGRAO,5329,463,10
Sul,RS,MINAS DO LEAO,8075,802,14
Sudeste,MG,MINAS NOVAS,31484,1911,26
Sudeste,MG,MINDURI,3894,537,11
Centro-Oeste,GO,MINEIROS,66801,23986,310
Sudeste,SP,MINEIROS DO TIETE,12908,2400,35
Norte,RO,MINISTRO ANDREAZZA,9660,1339,16
Sudeste,SP,MIRA ESTRELA,3086,556,16
Sudeste,MG,MIRABELA,13589,1958,22
Sudeste,SP,MIRACATU,19779,3628,84
Sudeste,RJ,MIRACEMA,27174,3955,158
Norte,TO,MIRACEMA DO TOCANTINS,18248,4339,59
Nordeste,MA,MIRADOR,21015,895,9
Sul,PR,MIRADOR,2213,660,4
Sudeste,MG,MIRADOURO,10754,1477,14
Sul,RS,MIRAGUAI,4925,1266,17
Sudeste,MG,MIRAI,15014,3004,20
Nordeste,CE,MIRAIMA,13818,1834,20
Centro-Oeste,MS,MIRANDA,28013,4557,105
Nordeste,MA,MIRANDA DO NORTE,28381,1462,33
Nordeste,PE,MIRANDIBA,15390,2937,22
Sudeste,SP,MIRANDOPOLIS,29564,2289,115
Nordeste,BA,MIRANGABA,18338,797,11
Norte,TO,MIRANORTE,13434,4309,64
Nordeste,BA,MIRANTE,8641,786,9
Norte,RO,MIRANTE DA SERRA,10947,2185,18
Sudeste,SP,MIRANTE DO PARANAPANEMA,18259,2741,52
Sul,PR,MIRASELVA,1806,368,9
Sudeste,SP,MIRASSOL,59824,10561,323
Centro-Oeste,MT,MIRASSOL D'OESTE,27739,8992,159
Sudeste,SP,MIRASSOLANDIA,4871,781,21
Sudeste,MG,MIRAVANIA,4888,312,2
Sul,SC,MIRIM DOCE,2309,513,11
Nordeste,MA,MIRINZAL,14962,296,16
Sul,PR,MISSAL,10702,2451,23
Nordeste,CE,MISSAO VELHA,35393,3553,64
Norte,PA,MOCAJUBA,31136,3863,66
Sudeste,SP,MOCOCA,68885,14230,295
Sul,SC,MODELO,4209,852,12
Sudeste,MG,MOEDA,4919,414,15
Sudeste,MG,MOEMA,7517,2057,14
Nordeste,PB,MOGEIRO,13284,1750,22
Sudeste,SP,MOGI DAS CRUZES,445842,47385,1896
Sudeste,SP,MOGI GUACU,151888,38179,703
Sudeste,SP,MOGI MIRIM,93189,25693,425
Centro-Oeste,GO,MOIPORA,1529,93,3
Nordeste,SE,MOITA BONITA,11335,1480,15
Norte,PA,MOJU,82094,3086,75
Norte,PA,MOJUI DOS CAMPOS,16084,2254,34
Nordeste,CE,MOMBACA,43797,5383,124
Sudeste,SP,MOMBUCA,3493,468,11
Nordeste,MA,MONCAO,33434,2840,47
Sudeste,SP,MONCOES,2259,567,7
Sul,SC,MONDAI,11742,1534,12
Sudeste,SP,MONGAGUA,56702,2998,111
Sudeste,MG,MONJOLOS,2220,63,3
Nordeste,PI,MONSENHOR GIL,10564,1890,46
Nordeste,PI,MONSENHOR HIPOLITO,7749,920,8
Sudeste,MG,MONSENHOR PAULO,8688,1892,10
Nordeste,CE,MONSENHOR TABOSA,17234,3339,43
Nordeste,PB,MONTADAS,5669,737,10
Sudeste,MG,MONTALVANIA,14877,2374,20
Sudeste,ES,MONTANHA,18833,5796,75
Nordeste,RN,MONTANHAS,11251,903,17
Sul,RS,MONTAURI,1453,442,9
Norte,PA,MONTE ALEGRE,58032,10213,217
Nordeste,RN,MONTE ALEGRE,22451,2073,17
Centro-Oeste,GO,MONTE ALEGRE DE GOIAS,8606,1444,7
Sudeste,MG,MONTE ALEGRE DE MINAS,21120,3157,47
Nordeste,SE,MONTE ALEGRE DE SERGIPE,15031,1156,16
Nordeste,PI,MONTE ALEGRE DO PIAUI,10613,1225,20
Sudeste,SP,MONTE ALEGRE DO SUL,8038,1749,24
Sul,RS,MONTE ALEGRE DOS CAMPOS,3226,312,8
Sudeste,SP,MONTE ALTO,50498,11062,221
Sudeste,SP,MONTE APRAZIVEL,25087,4906,121
Sudeste,MG,MONTE AZUL,20854,2644,37
Sudeste,SP,MONTE AZUL PAULISTA,19008,2389,29
Sudeste,MG,MONTE BELO,13166,3006,40
Sul,RS,MONTE BELO DO SUL,2548,667,9
Sul,SC,MONTE CARLO,9866,1738,48
Sudeste,MG,MONTE CARMELO,47809,13037,207
Sudeste,SP,MONTE CASTELO,4166,1603,24
Sul,SC,MONTE CASTELO,8275,1960,26
Nordeste,RN,MONTE DAS GAMELEIRAS,2105,227,7
Norte,TO,MONTE DO CARMO,7947,943,11
Sudeste,MG,MONTE FORMOSO,4906,391,8
Nordeste,PB,MONTE HOREBE,4816,890,9
Sudeste,SP,MONTE MOR,59772,8362,175
Norte,RO,MONTE NEGRO,15852,4596,40
Nordeste,BA,MONTE SANTO,49418,2019,68
Sudeste,MG,MONTE SANTO DE MINAS,21524,5560,75
Norte,TO,MONTE SANTO DO TOCANTINS,2279,201,6
Sudeste,MG,MONTE SIAO,23803,7339,46
Nordeste,PB,MONTEIRO,33222,6535,83
Sudeste,SP,MONTEIRO LOBATO,4653,326,13
Nordeste,AL,MONTEIROPOLIS,7159,306,16
Sul,RS,MONTENEGRO,65264,19707,195
Nordeste,MA,MONTES ALTOS,9160,1297,16
Sudeste,MG,MONTES CLAROS,409341,97183,1093
Centro-Oeste,GO,MONTES CLAROS DE GOIAS,8055,2633,31
Sudeste,MG,MONTEZUMA,8249,737,6
Centro-Oeste,GO,MONTIVIDIU,13396,1541,32
Centro-Oeste,GO,MONTIVIDIU DO NORTE,4479,1075,8
Nordeste,CE,MORADA NOVA,61890,11889,212
Sudeste,MG,MORADA NOVA DE MINAS,8863,1956,12
Nordeste,CE,MORAUJO,8724,2296,23
Nordeste,PE,MOREILANDIA,11270,1848,14
Sul,PR,MOREIRA SALES,12121,2229,46
Nordeste,PE,MORENO,62784,3980,126
Sul,RS,MORMACO,3085,1139,7
Nordeste,BA,MORPARA,8519,510,15
Sul,PR,MORRETES,16406,4976,62
Centro-Oeste,GO,MORRINHOS,46136,19529,193
Nordeste,CE,MORRINHOS,22534,2160,40
Sul,RS,MORRINHOS DO SUL,2949,1008,8
Sudeste,SP,MORRO AGUDO,32968,5826,114
Centro-Oeste,GO,MORRO AGUDO DE GOIAS,2248,713,7
Nordeste,PI,MORRO CABECA NO TEMPO,4532,167,4
Sul,SC,MORRO DA FUMACA,17796,5804,51
Sudeste,MG,MORRO DA GARCA,2462,324,10
Nordeste,BA,MORRO DO CHAPEU,35413,4566,34
Nordeste,PI,MORRO DO CHAPEU DO PIAUI,6796,1238,7
Sudeste,MG,MORRO DO PILAR,3182,209,5
Sul,SC,MORRO GRANDE,2893,1125,9
Sul,RS,MORRO REDONDO,6568,2420,23
Sul,RS,MORRO REUTER,6407,1611,18
Nordeste,MA,MORROS,19433,575,17
Nordeste,BA,MORTUGABA,12042,1151,19
Sudeste,SP,MORUNGABA,13622,1091,41
Centro-Oeste,GO,MOSSAMEDES,4290,996,10
Nordeste,RN,MOSSORO,297378,45064,682
Sul,RS,MOSTARDAS,12804,1957,36
Sudeste,SP,MOTUCA,4758,378,11
Centro-Oeste,GO,MOZARLANDIA,15659,6039,37
Norte,PA,MUANA,40349,1427,42
Norte,RR,MUCAJAI,17853,4144,48
Nordeste,CE,MUCAMBO,14537,3156,31
Nordeste,BA,MUCUGE,9062,1439,14
Sul,RS,MUCUM,4954,1406,17
Nordeste,BA,MUCURI,41748,6556,79
Sudeste,ES,MUCURICI,5524,1728,11
Sul,RS,MUITOS CAPOES,3162,380,6
Sul,RS,MULITERNO,1893,423,2
Nordeste,PB,MULUNGU,9902,1157,21
Nordeste,CE,MULUNGU,10823,2008,21
Nordeste,BA,MULUNGU DO MORRO,10889,1037,19
Nordeste,BA,MUNDO NOVO,26776,1409,17
Centro-Oeste,MS,MUNDO NOVO,18366,4969,47
Centro-Oeste,GO,MUNDO NOVO,4887,1637,24
Sudeste,MG,MUNHOZ,6029,1129,17
Sul,PR,MUNHOZ DE MELO,3984,1095,11
Nordeste,BA,MUNIZ FERREIRA,7422,1344,3
Sudeste,ES,MUNIZ FREIRE,17465,5792,57
Nordeste,BA,MUQUEM DO SAO FRANCISCO,11348,927,8
Sudeste,ES,MUQUI,15449,6082,66
Sudeste,MG,MURIAE,108763,18310,379
Nordeste,SE,MURIBECA,7625,646,17
Nordeste,AL,MURICI,28236,1290,55
Nordeste,PI,MURICI DOS PORTELAS,9159,340,11
Norte,TO,MURICILANDIA,3551,888,2
Nordeste,BA,MURITIBA,29399,2978,36
Sudeste,SP,MURUTINGA DO SUL,4486,1117,22
Nordeste,BA,MUTUIPE,22221,3164,33
Sudeste,MG,MUTUM,26979,4123,53
Centro-Oeste,GO,MUTUNOPOLIS,3778,1332,16
Sudeste,MG,MUZAMBINHO,20569,6823,53
Sudeste,MG,NACIP RAYDAN,3220,580,10
Sudeste,SP,NANTES,3141,258,8
Sudeste,MG,NANUQUE,40750,8049,136
Sul,RS,NAO-ME-TOQUE,17624,7571,72
Sudeste,MG,NAQUE,6996,886,26
Sudeste,SP,NARANDIBA,4857,1880,25
Nordeste,RN,NATAL,884122,155120,3062
Sudeste,MG,NATALANDIA,3311,705,8
Sudeste,MG,NATERCIA,4730,1175,9
Sudeste,RJ,NATIVIDADE,15317,1614,32
Norte,TO,NATIVIDADE,9244,1818,25
Sudeste,SP,NATIVIDADE DA SERRA,6661,250,14
Nordeste,PB,NATUBA,10454,617,9
Sul,SC,NAVEGANTES,81475,17755,244
Centro-Oeste,MS,NAVIRAI,54878,12960,278
Norte,TO,NAZARE,3898,665,7
Nordeste,BA,NAZARE,28525,3863,59
Nordeste,PE,NAZARE DA MATA,32471,1655,88
Nordeste,PI,NAZARE DO PIAUI,7339,457,16
Sudeste,SP,NAZARE PAULISTA,18524,2981,67
Sudeste,MG,NAZARENO,8608,1158,14
Nordeste,PB,NAZAREZINHO,7301,1391,19
Nordeste,PI,NAZARIA,8570,463,19
Centro-Oeste,GO,NAZARIO,9142,2536,31
Nordeste,SE,NEOPOLIS,18719,2015,44
Sudeste,MG,NEPOMUCENO,26769,5724,56
Centro-Oeste,GO,NEROPOLIS,29850,4033,90
Sudeste,SP,NEVES PAULISTA,8930,2655,59
Norte,AM,NHAMUNDA,21173,2289,41
Sudeste,SP,NHANDEARA,11478,3261,56
Sul,RS,NICOLAU VERGUEIRO,1682,144,9
Nordeste,BA,NILO PECANHA,13997,1138,20
Sudeste,RJ,NILOPOLIS,162485,8575,656
Nordeste,MA,NINA RODRIGUES,14454,1198,20
Sudeste,MG,NINHEIRA,10295,1092,9
Centro-Oeste,MS,NIOAQUE,13930,2092,27
Sudeste,SP,NIPOA,5213,531,17
Centro-Oeste,GO,NIQUELANDIA,46388,10528,114
Nordeste,RN,NISIA FLORESTA,27602,2972,51
Sudeste,RJ,NITEROI,513584,88544,3023
Centro-Oeste,MT,NOBRES,15336,4036,79
Sul,RS,NONOAI,11695,3840,53
Nordeste,BA,NORDESTINA,13130,1359,32
Norte,RR,NORMANDIA,11290,1116,37
Centro-Oeste,MT,NORTELANDIA,5989,1656,29
Nordeste,SE,NOSSA SENHORA APARECIDA,8796,1078,19
Nordeste,SE,NOSSA SENHORA DA GLORIA,36924,3192,82
Nordeste,SE,NOSSA SENHORA DAS DORES,26629,2702,54
Sul,PR,NOSSA SENHORA DAS GRACAS,4008,1158,10
Nordeste,SE,NOSSA SENHORA DE LOURDES,6483,553,14
Nordeste,PI,NOSSA SENHORA DE NAZARE,4870,911,19
Centro-Oeste,MT,NOSSA SENHORA DO LIVRAMENTO,13216,2002,44
Nordeste,SE,NOSSA SENHORA DO SOCORRO,183628,22097,607
Nordeste,PI,NOSSA SENHORA DOS REMEDIOS,8692,949,16
Sudeste,SP,NOVA ALIANCA,6973,1569,34
Sul,PR,NOVA ALIANCA DO IVAI,1543,296,2
Sul,RS,NOVA ALVORADA,3625,966,8
Centro-Oeste,MS,NOVA ALVORADA DO SUL,21882,4181,49
Centro-Oeste,GO,NOVA AMERICA,2352,907,6
Sul,PR,NOVA AMERICA DA COLINA,3445,924,8
Centro-Oeste,MS,NOVA ANDRADINA,54374,8374,123
Sul,RS,NOVA ARACA,4759,1879,11
Sul,PR,NOVA AURORA,10472,3553,57
Centro-Oeste,GO,NOVA AURORA,2210,418,6
Centro-Oeste,MT,NOVA BANDEIRANTES,15288,1884,30
Sul,RS,NOVA BASSANO,9916,3211,17
Sudeste,MG,NOVA BELEM,3190,701,15
Sul,RS,NOVA BOA VISTA,1775,829,3
Centro-Oeste,MT,NOVA BRASILANDIA,3829,799,10
Norte,RO,NOVA BRASILANDIA D'OESTE,20474,5132,40
Sul,RS,NOVA BRESCIA,3330,1001,19
Sudeste,SP,NOVA CAMPINA,9755,1162,46
Nordeste,BA,NOVA CANAA,16462,1404,27
Centro-Oeste,MT,NOVA CANAA DO NORTE,12787,4380,41
Sudeste,SP,NOVA CANAA PAULISTA,1881,803,10
Sul,RS,NOVA CANDELARIA,2698,891,5
Sul,PR,NOVA CANTU,5302,1703,21
Sudeste,SP,NOVA CASTILHO,1267,316,4
Nordeste,MA,NOVA COLINAS,5384,597,6
Centro-Oeste,GO,NOVA CRIXAS,12869,4330,27
Nordeste,RN,NOVA CRUZ,37343,3622,71
Sudeste,MG,NOVA ERA,17578,4792,59
Sul,SC,NOVA ERECHIM,5019,944,12
Sul,PR,NOVA ESPERANCA,27904,7020,101
Norte,PA,NOVA ESPERANCA DO PIRIA,21368,1863,12
Sul,PR,NOVA ESPERANCA DO SUDOESTE,5046,1517,13
Sul,RS,NOVA ESPERANCA DO SUL,5352,2278,12
Sudeste,SP,NOVA EUROPA,11186,870,31
Sul,PR,NOVA FATIMA,8153,1545,21
Nordeste,BA,NOVA FATIMA,7812,942,6
Nordeste,PB,NOVA FLORESTA,10638,1793,17
Sudeste,RJ,NOVA FRIBURGO,190631,45178,1017
Centro-Oeste,GO,NOVA GLORIA,8164,2563,35
Sudeste,SP,NOVA GRANADA,21500,6442,88
Centro-Oeste,MT,NOVA GUARITA,4519,1831,19
Sudeste,SP,NOVA GUATAPORANGA,2316,170,4
Sul,RS,NOVA HARTZ,21615,5241,81
Nordeste,BA,NOVA IBIA,6591,765,24
Sudeste,RJ,NOVA IGUACU,821128,58295,2289
Centro-Oeste,GO,NOVA IGUACU DE GOIAS,2929,629,12
Sudeste,SP,NOVA INDEPENDENCIA,3969,1672,8
Nordeste,MA,NOVA IORQUE,4683,404,7
Norte,PA,NOVA IPIXUNA,16678,1766,27
Sul,SC,NOVA ITABERABA,4331,911,8
Nordeste,BA,NOVA ITARANA,8226,945,10
Centro-Oeste,MT,NOVA LACERDA,6640,2159,16
Sul,PR,NOVA LARANJEIRAS,11554,1714,13
Sudeste,MG,NOVA LIMA,94889,35049,280
Sul,PR,NOVA LONDRINA,13213,3356,36
Sudeste,SP,NOVA LUZITANIA,4101,395,14
Norte,RO,NOVA MAMORE,30583,7352,98
Centro-Oeste,MT,NOVA MARILANDIA,3278,963,8
Centro-Oeste,MT,NOVA MARINGA,8641,1660,11
Sudeste,MG,NOVA MODICA,3600,624,17
Centro-Oeste,MT,NOVA MONTE VERDE,9178,3219,24
Centro-Oeste,MT,NOVA MUTUM,45378,15856,159
Centro-Oeste,MT,NOVA NAZARE,3849,500,9
Sudeste,SP,NOVA ODESSA,60174,10825,280
Sul,PR,NOVA OLIMPIA,5806,1093,24
Centro-Oeste,MT,NOVA OLIMPIA,20301,1803,80
Nordeste,CE,NOVA OLINDA,15565,2212,24
Norte,TO,NOVA OLINDA,11819,1707,57
Nordeste,PB,NOVA OLINDA,5949,675,11
Nordeste,MA,NOVA OLINDA DO MARANHAO,20928,541,14
Norte,AM,NOVA OLINDA DO NORTE,37378,3271,71
Sul,RS,NOVA PADUA,2553,746,12
Sul,RS,NOVA PALMA,6512,1656,16
Nordeste,PB,NOVA PALMEIRA,4906,1331,6
Sul,RS,NOVA PETROPOLIS,21353,9515,100
Sudeste,MG,NOVA PONTE,15545,3219,39
Sudeste,MG,NOVA PORTEIRINHA,7500,897,11
Sul,RS,NOVA PRATA,27257,6672,64
Sul,PR,NOVA PRATA DO IGUACU,10548,2648,25
Sul,RS,NOVA RAMADA,2242,838,4
Nordeste,BA,NOVA REDENCAO,9118,384,10
Sudeste,MG,NOVA RESENDE,16723,4041,36
Centro-Oeste,GO,NOVA ROMA,3264,611,2
Sul,RS,NOVA ROMA DO SUL,3689,679,7
Norte,TO,NOVA ROSALANDIA,4260,1117,16
Nordeste,CE,NOVA RUSSAS,32328,6144,71
Sul,PR,NOVA SANTA BARBARA,4249,988,21
Centro-Oeste,MT,NOVA SANTA HELENA,3718,671,17
Nordeste,PI,NOVA SANTA RITA,4374,152,4
Sul,RS,NOVA SANTA RITA,29300,7416,115
Sul,PR,NOVA SANTA ROSA,8219,1905,21
Sudeste,MG,NOVA SERRANA,102693,9980,249
Nordeste,BA,NOVA SOURE,26947,1759,32
Sul,PR,NOVA TEBAS,5649,1728,17
Norte,PA,NOVA TIMBOTEUA,15363,1184,21
Sul,SC,NOVA TRENTO,14549,3669,25
Centro-Oeste,MT,NOVA UBIRATA,11982,2544,30
Sudeste,MG,NOVA UNIAO,5725,796,11
Norte,RO,NOVA UNIAO,6970,1562,17
Sudeste,ES,NOVA VENECIA,50110,16940,159
Centro-Oeste,GO,NOVA VENEZA,9853,3102,26
Sul,SC,NOVA VENEZA,15166,4315,37
Nordeste,BA,NOVA VICOSA,43376,4569,75
Centro-Oeste,MT,NOVA XAVANTINA,21374,6423,82
Sudeste,SP,NOVAIS,5830,319,19
Norte,TO,NOVO ACORDO,4342,646,7
Norte,AM,NOVO AIRAO,19454,3742,37
Norte,TO,NOVO ALEGRE,2332,165,7
Norte,AM,NOVO ARIPUANA,25644,3523,31
Sul,RS,NOVO BARREIRO,4164,1456,26
Centro-Oeste,GO,NOVO BRASIL,2913,1210,13
Sul,RS,NOVO CABRAIS,4196,1042,8
Sudeste,MG,NOVO CRUZEIRO,31331,2224,36
Centro-Oeste,GO,NOVO GAMA,115711,14983,244
Sul,RS,NOVO HAMBURGO,246748,55248,1120
Nordeste,BA,NOVO HORIZONTE,12385,964,12
Sul,SC,NOVO HORIZONTE,2442,702,2
Sudeste,SP,NOVO HORIZONTE,41052,6269,241
Centro-Oeste,MT,NOVO HORIZONTE DO NORTE,4004,1439,9
Norte,RO,NOVO HORIZONTE DO OESTE,8538,1415,24
Centro-Oeste,MS,NOVO HORIZONTE DO SUL,3814,805,13
Sul,PR,NOVO ITACOLOMI,2844,1029,8
Norte,TO,NOVO JARDIM,2722,455,3
Nordeste,AL,NOVO LINO,12690,392,14
Sul,RS,NOVO MACHADO,3323,452,6
Centro-Oeste,MT,NOVO MUNDO,9178,2131,26
Nordeste,CE,NOVO ORIENTE,28607,2878,48
Sudeste,MG,NOVO ORIENTE DE MINAS,10755,895,20
Nordeste,PI,NOVO ORIENTE DO PIAUI,6565,426,13
Centro-Oeste,GO,NOVO PLANALTO,4495,404,9
Norte,PA,NOVO PROGRESSO,25762,4025,86
Norte,PA,NOVO REPARTIMENTO,75919,3434,119
Nordeste,PI,NOVO SANTO ANTONIO,2991,284,5
Centro-Oeste,MT,NOVO SANTO ANTONIO,2640,940,6
Centro-Oeste,MT,NOVO SAO JOAQUIM,5074,1415,24
Sul,RS,NOVO TIRADENTES,2211,563,0
Nordeste,BA,NOVO TRIUNFO,15440,751,14
Sul,RS,NOVO XINGU,1719,561,5
Sudeste,MG,NOVORIZONTE,5299,527,5
Sudeste,SP,NUPORANGA,7432,422,14
Norte,PA,OBIDOS,52137,8642,166
Nordeste,CE,OCARA,25703,3578,47
Sudeste,SP,OCAUCU,4289,953,9
Nordeste,PI,OEIRAS,37029,6706,94
Norte,PA,OEIRAS DO PARA,32512,2506,52
Norte,AP,OIAPOQUE,27270,8027,53
Sudeste,MG,OLARIA,1747,162,4
Sudeste,SP,OLEO,2496,162,6
Nordeste,PB,OLHO D'AGUA,6526,652,11
Nordeste,MA,OLHO D'AGUA DAS CUNHAS,19505,1322,30
Nordeste,AL,OLHO D'AGUA DAS FLORES,21688,2067,44
Nordeste,RN,OLHO D'AGUA DO BORGES,4258,1378,9
