regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Nordeste,PB,SAO JOSE DO BREJO DO CRUZ,340,1024
Sudeste,ES,SAO JOSE DO CALCADO,2994,2850
Nordeste,RN,SAO JOSE DO CAMPESTRE,1821,5077
Sul,SC,SAO JOSE DO CEDRO,6222,2464
Sul,SC,SAO JOSE DO CERRITO,2441,2903
Nordeste,PI,SAO JOSE DO DIVINO,546,3124
Sudeste,MG,SAO JOSE DO DIVINO,1197,953
Nordeste,PE,SAO JOSE DO EGITO,3576,12970
Sudeste,MG,SAO JOSE DO GOIABAL,1025,1803
Sul,RS,SAO JOSE DO HERVAL,710,706
Sul,RS,SAO JOSE DO HORTENCIO,2348,511
Sul,RS,SAO JOSE DO INHACORA,1178,624
Nordeste,BA,SAO JOSE DO JACUIPE,886,4467
Sudeste,MG,SAO JOSE DO JACURI,990,1919
Sudeste,MG,SAO JOSE DO MANTIMENTO,861,961
Sul,RS,SAO JOSE DO NORTE,7503,6976
Sul,RS,SAO JOSE DO OURO,3100,1277
Nordeste,PI,SAO JOSE DO PEIXE,280,1895
Nordeste,PI,SAO JOSE DO PIAUI,612,3693
Centro-Oeste,MT,SAO JOSE DO POVO,1065,876
Centro-Oeste,MT,SAO JOSE DO RIO CLARO,5517,1854
Sudeste,SP,SAO JOSE DO RIO PARDO,20490,6545
Sudeste,SP,SAO JOSE DO RIO PRETO,177175,49211
Nordeste,PB,SAO JOSE DO SABUGI,731,2275
Nordeste,RN,SAO JOSE DO SERIDO,830,2196
Sul,RS,SAO JOSE DO SUL,1108,340
Sudeste,RJ,SAO JOSE DO VALE DO RIO PRETO,9305,1656
Centro-Oeste,MT,SAO JOSE DO XINGU,1314,1250
Sul,RS,SAO JOSE DOS AUSENTES,1392,715
Nordeste,MA,SAO JOSE DOS BASILIOS,439,3743
Sudeste,SP,SAO JOSE DOS CAMPOS,279797,87356
Nordeste,PB,SAO JOSE DOS CORDEIROS,376,2009
Sul,PR,SAO JOSE DOS PINHAIS,111865,35813
Centro-Oeste,MT,SAO JOSE DOS QUATRO MARCOS,6462,2793
Nordeste,PB,SAO JOSE DOS RAMOS,873,2810
Nordeste,PI,SAO JULIAO,1098,2871
Sul,RS,SAO LEOPOLDO,76586,43166
Sudeste,MG,SAO LOURENCO,16961,5561
Nordeste,PE,SAO LOURENCO DA MATA,21799,36244
Sudeste,SP,SAO LOURENCO DA SERRA,4808,2828
Sul,SC,SAO LOURENCO DO OESTE,8899,4800
Nordeste,PI,SAO LOURENCO DO PIAUI,274,3233
Sul,RS,SAO LOURENCO DO SUL,15254,10676
Sul,SC,SAO LUDGERO,6161,940
Nordeste,MA,SAO LUIS,224108,306690
Centro-Oeste,GO,SAO LUIS DE MONTES BELOS,13093,3838
Nordeste,CE,SAO LUIS DO CURU,1680,6442
Sudeste,SP,SAO LUIS DO PARAITINGA,4486,2033
Nordeste,PI,SAO LUIS DO PIAUI,205,1603
Nordeste,AL,SAO LUIS DO QUITUNDE,5877,8142
Nordeste,MA,SAO LUIS GONZAGA DO MARANHAO,1359,10954
Norte,RR,SAO LUIZ,2230,1205
Centro-Oeste,GO,SAO LUIZ DO NORTE,1339,1432
Sul,RS,SAO LUIZ GONZAGA,9521,8728
Nordeste,PB,SAO MAMEDE,1320,3190
Sul,PR,SAO MANOEL DO PARANA,1025,437
Sudeste,SP,SAO MANUEL,15328,4839
Sul,RS,SAO MARCOS,10338,1960
Sul,SC,SAO MARTINHO,2355,332
Sul,RS,SAO MARTINHO,2695,1099
Sul,RS,SAO MARTINHO DA SERRA,1442,710
Sudeste,ES,SAO MATEUS,29517,27104
Nordeste,MA,SAO MATEUS DO MARANHAO,3483,14805
Sul,PR,SAO MATEUS DO SUL,14918,10658
Nordeste,RN,SAO MIGUEL,1713,10032
Sudeste,SP,SAO MIGUEL ARCANJO,11888,4560
Nordeste,PI,SAO MIGUEL DA BAIXA GRANDE,400,1263
Sul,SC,SAO MIGUEL DA BOA VISTA,610,663
Nordeste,BA,SAO MIGUEL DAS MATAS,1324,5137
Sul,RS,SAO MIGUEL DAS MISSOES,2058,2328
Nordeste,PB,SAO MIGUEL DE TAIPU,1385,3012
Nordeste,SE,SAO MIGUEL DO ALEIXO,520,2101
Sudeste,MG,SAO MIGUEL DO ANTA,1405,2670
Centro-Oeste,GO,SAO MIGUEL DO ARAGUAIA,7009,5022
Nordeste,PI,SAO MIGUEL DO FIDALGO,157,1678
Nordeste,RN,SAO MIGUEL DO GOSTOSO,1545,4137
Norte,PA,SAO MIGUEL DO GUAMA,8788,16700
Norte,RO,SAO MIGUEL DO GUAPORE,7386,3616
Sul,PR,SAO MIGUEL DO IGUACU,10243,5832
Sul,SC,SAO MIGUEL DO OESTE,15470,7091
Centro-Oeste,GO,SAO MIGUEL DO PASSA QUATRO,1441,1082
Nordeste,PI,SAO MIGUEL DO TAPUIO,1340,9062
Norte,TO,SAO MIGUEL DO TOCANTINS,1690,3786
Nordeste,AL,SAO MIGUEL DOS CAMPOS,13765,13156
Nordeste,AL,SAO MIGUEL DOS MILAGRES,2021,2093
Sul,RS,SAO NICOLAU,1186,1688
Centro-Oeste,GO,SAO PATRICIO,1087,492
Sudeste,SP,SAO PAULO,3694834,2424125
Sul,RS,SAO PAULO DAS MISSOES,2293,1875
Norte,AM,SAO PAULO DE OLIVENCA,1535,10907
Nordeste,RN,SAO PAULO DO POTENGI,4140,5364
Sudeste,SP,SAO PEDRO,14483,3133
Nordeste,RN,SAO PEDRO,1148,3311
Nordeste,MA,SAO PEDRO DA AGUA BRANCA,1857,4047
Sudeste,RJ,SAO PEDRO DA ALDEIA,34748,8363
Centro-Oeste,MT,SAO PEDRO DA CIPA,1260,1144
Sul,RS,SAO PEDRO DA SERRA,1901,538
Sudeste,MG,SAO PEDRO DA UNIAO,1625,1050
Sul,RS,SAO PEDRO DAS MISSOES,549,639
Sul,SC,SAO PEDRO DE ALCANTARA,2561,528
Sul,RS,SAO PEDRO DO BUTIA,1181,727
Sul,PR,SAO PEDRO DO IGUACU,2398,1533
Sul,PR,SAO PEDRO DO IVAI,3630,1960
Sul,PR,SAO PEDRO DO PARANA,1228,577
Nordeste,PI,SAO PEDRO DO PIAUI,1681,6130
Sudeste,MG,SAO PEDRO DO SUACUI,1064,1636
Sul,RS,SAO PEDRO DO SUL,5867,3684
Sudeste,SP,SAO PEDRO DO TURVO,2574,1297
Nordeste,MA,SAO PEDRO DOS CRENTES,1611,1191
Sudeste,MG,SAO PEDRO DOS FERROS,1417,2505
Nordeste,RN,SAO RAFAEL,1182,3679
Nordeste,MA,SAO RAIMUNDO DAS MANGABEIRAS,2985,6857
Nordeste,MA,SAO RAIMUNDO DO DOCA BEZERRA,517,2935
Nordeste,PI,SAO RAIMUNDO NONATO,2518,15701
Nordeste,MA,SAO ROBERTO,417,2758
Sudeste,MG,SAO ROMAO,992,2669
Sudeste,SP,SAO ROQUE,28284,10351
Sudeste,MG,SAO ROQUE DE MINAS,2830,927
Sudeste,ES,SAO ROQUE DO CANAA,4675,2334
Exterior,ZZ,SAO SALVADOR,60,15
Norte,TO,SAO SALVADOR DO TOCANTINS,353,1052
Sudeste,SP,SAO SEBASTIAO,24898,14986
Nordeste,AL,SAO SEBASTIAO,3483,13577
Sul,PR,SAO SEBASTIAO DA AMOREIRA,2707,2483
Sudeste,MG,SAO SEBASTIAO DA BELA VISTA,2411,1271
Norte,PA,SAO SEBASTIAO DA BOA VISTA,2813,10358
Sudeste,SP,SAO SEBASTIAO DA GRAMA,3915,1695
Sudeste,MG,SAO SEBASTIAO DA VARGEM ALEGRE,777,1062
Nordeste,PB,SAO SEBASTIAO DE LAGOA DE ROCA,2181,4123
Sudeste,RJ,SAO SEBASTIAO DO ALTO,2911,1855
Sudeste,MG,SAO SEBASTIAO DO ANTA,1782,1574
Sul,RS,SAO SEBASTIAO DO CAI,8758,3662
Sudeste,MG,SAO SEBASTIAO DO MARANHAO,1657,2625
Sudeste,MG,SAO SEBASTIAO DO OESTE,2540,2057
Sudeste,MG,SAO SEBASTIAO DO PARAISO,20394,10986
Nordeste,BA,SAO SEBASTIAO DO PASSE,3310,22150
Sudeste,MG,SAO SEBASTIAO DO RIO PRETO,479,425
Sudeste,MG,SAO SEBASTIAO DO RIO VERDE,956,408
Norte,TO,SAO SEBASTIAO DO TOCANTINS,571,1662
Norte,AM,SAO SEBASTIAO DO UATUMA,1803,2430
Nordeste,PB,SAO SEBASTIAO DO UMBUZEIRO,332,2032
Sul,RS,SAO SEPE,6060,6531
Centro-Oeste,GO,SAO SIMAO,4395,5336
Sudeste,SP,SAO SIMAO,5734,2034
Sudeste,MG,SAO THOME DAS LETRAS,1291,1848
Sudeste,MG,SAO TIAGO,3241,2418
Sudeste,MG,SAO TOMAS DE AQUINO,2161,1461
Sul,PR,SAO TOME,2426,1041
Nordeste,RN,SAO TOME,2484,3805
Sul,RS,SAO VALENTIM,1466,907
Sul,RS,SAO VALENTIM DO SUL,1380,297
Norte,TO,SAO VALERIO,642,1660
Sul,RS,SAO VALERIO DO SUL,626,922
Sul,RS,SAO VENDELINO,1347,397
Nordeste,RN,SAO VICENTE,1140,2410
Sudeste,SP,SAO VICENTE,113848,57415
Sudeste,MG,SAO VICENTE DE MINAS,2112,1525
Nordeste,PB,SAO VICENTE DO SERIDO,1110,5183
Sul,RS,SAO VICENTE DO SUL,2477,2500
Nordeste,PE,SAO VICENTE FERRER,2357,7430
Nordeste,MA,SAO VICENTE FERRER,1111,8352
Nordeste,PB,SAPE,8071,19016
Nordeste,BA,SAPEACU,2263,8774
Centro-Oeste,MT,SAPEZAL,6794,2730
Sul,RS,SAPIRANGA,31672,14808
Sul,PR,SAPOPEMA,1906,1901
Sudeste,MG,SAPUCAI-MIRIM,2314,1094
Norte,PA,SAPUCAIA,1310,1555
Sudeste,RJ,SAPUCAIA,6877,3946
Sul,RS,SAPUCAIA DO SUL,44203,30034
Sudeste,RJ,SAQUAREMA,31251,9857
Sul,RS,SARANDI,8181,4163
Sul,PR,SARANDI,28697,17398
Sudeste,SP,SARAPUI,3125,1498
Sudeste,MG,SARDOA,1295,1375
Sudeste,SP,SARUTAIA,1140,925
Sudeste,MG,SARZEDO,9815,5246
Nordeste,BA,SATIRO DIAS,1422,6992
Nordeste,AL,SATUBA,3681,3531
Nordeste,MA,SATUBINHA,741,3138
Nordeste,BA,SAUBARA,1563,6200
Sul,PR,SAUDADE DO IGUACU,1605,1972
Sul,SC,SAUDADES,3832,2276
Nordeste,BA,SAUDE,1046,4664
Sul,SC,SCHROEDER,8937,1777
Nordeste,BA,SEABRA,3077,21761
Sul,SC,SEARA,6454,4122
Sudeste,SP,SEBASTIANOPOLIS DO SUL,1600,415
Nordeste,PI,SEBASTIAO BARROS,411,2433
Nordeste,BA,SEBASTIAO LARANJEIRAS,1114,3704
Nordeste,PI,SEBASTIAO LEAL,890,1972
Sul,RS,SEBERI,3773,2973
Sul,RS,SEDE NOVA,1015,796
Sul,RS,SEGREDO,2242,2097
Sul,RS,SELBACH,2465,966
Centro-Oeste,MS,SELVIRIA,1697,2152
Sudeste,MG,SEM PEIXE,573,1213
Norte,AC,SENA MADUREIRA,12051,3711
Nordeste,MA,SENADOR ALEXANDRE COSTA,908,4216
Sudeste,MG,SENADOR AMARAL,2346,1348
Centro-Oeste,GO,SENADOR CANEDO,31951,19197
Sudeste,MG,SENADOR CORTES,670,920
Nordeste,RN,SENADOR ELOI DE SOUZA,899,2828
Sudeste,MG,SENADOR FIRMINO,1734,2591
Nordeste,RN,SENADOR GEORGINO AVELINO,902,1760
Norte,AC,SENADOR GUIOMARD,10247,2452
Sudeste,MG,SENADOR JOSE BENTO,1064,472
Norte,PA,SENADOR JOSE PORFIRIO,2329,4577
Nordeste,MA,SENADOR LA ROCQUE,2093,6100
Sudeste,MG,SENADOR MODESTINO GONCALVES,829,1563
Nordeste,CE,SENADOR POMPEU,3634,10736
Nordeste,AL,SENADOR RUI PALMEIRA,776,5287
Nordeste,CE,SENADOR SA,804,3553
Sul,RS,SENADOR SALGADO FILHO,1495,640
Sul,PR,SENGES,6812,3444
Nordeste,BA,SENHOR DO BONFIM,11791,24241
Sudeste,MG,SENHORA DE OLIVEIRA,1160,2356
Sudeste,MG,SENHORA DO PORTO,861,982
Sudeste,MG,SENHORA DOS REMEDIOS,2201,3087
Sul,RS,SENTINELA DO SUL,1595,1358
Nordeste,BA,SENTO SE,3970,14681
Sul,RS,SERAFINA CORREA,7339,2121
Sudeste,MG,SERICITA,1968,2598
Norte,RO,SERINGUEIRAS,3832,2252
Sul,RS,SERIO,834,706
Sudeste,MG,SERITINGA,599,514
Sudeste,RJ,SEROPEDICA,27258,10695
Sudeste,ES,SERRA,137878,98707
Sul,SC,SERRA ALTA,1353,806
Sudeste,SP,SERRA AZUL,2719,1861
Sudeste,MG,SERRA AZUL DE MINAS,540,1278
Nordeste,PB,SERRA BRANCA,1948,5352
Nordeste,RN,SERRA CAIADA,1214,4367
Nordeste,PB,SERRA DA RAIZ,537,1308
Sudeste,MG,SERRA DA SAUDADE,456,172
Nordeste,RN,SERRA DE SAO BENTO,737,2758
Nordeste,RN,SERRA DO MEL,2433,4668
Norte,AP,SERRA DO NAVIO,1196,1240
Nordeste,BA,SERRA DO RAMALHO,2662,12645
Sudeste,MG,SERRA DO SALITRE,3559,2242
Sudeste,MG,SERRA DOS AIMORES,1375,1899
Nordeste,BA,SERRA DOURADA,3570,6343
Nordeste,PB,SERRA GRANDE,286,1912
Sudeste,SP,SERRA NEGRA,12094,2712
Nordeste,RN,SERRA NEGRA DO NORTE,1319,3181
Centro-Oeste,MT,SERRA NOVA DOURADA,549,316
Nordeste,BA,SERRA PRETA,1576,9968
Nordeste,PB,SERRA REDONDA,1060,3728
Nordeste,PE,SERRA TALHADA,9809,33354
Sudeste,SP,SERRANA,14648,7259
Sudeste,MG,SERRANIA,2263,1864
Nordeste,MA,SERRANO DO MARANHAO,322,4743
Centro-Oeste,GO,SERRANOPOLIS,2142,1813
Sudeste,MG,SERRANOPOLIS DE MINAS,792,1742
Sul,PR,SERRANOPOLIS DO IGUACU,2427,948
Sudeste,MG,SERRANOS,669,626
Nordeste,PB,SERRARIA,684,2420
Nordeste,RN,SERRINHA,1214,3408
Nordeste,BA,SERRINHA,9579,34236
Nordeste,RN,SERRINHA DOS PINTOS,480,2427
Nordeste,PE,SERRITA,948,9763
Sudeste,MG,SERRO,2465,6278
Nordeste,BA,SERROLANDIA,1760,5459
Sul,PR,SERTANEJA,2404,1303
Nordeste,PE,SERTANIA,2417,15700
Sul,PR,SERTANOPOLIS,7786,2210
Sul,RS,SERTAO,2548,1328
Sul,RS,SERTAO SANTANA,2642,1191
Nordeste,PB,SERTAOZINHO,775,2369
Sudeste,SP,SERTAOZINHO,41928,17181
Sudeste,SP,SETE BARRAS,4123,2072
Sul,RS,SETE DE SETEMBRO,738,655
Sudeste,MG,SETE LAGOAS,79126,34449
Centro-Oeste,MS,SETE QUEDAS,3149,1728
Sudeste,MG,SETUBINHA,725,3501
Exterior,ZZ,SEUL,38,20
Sul,RS,SEVERIANO DE ALMEIDA,1570,1117
Nordeste,RN,SEVERIANO MELO,752,4056
Sudeste,SP,SEVERINIA,6065,2354
Sul,SC,SIDEROPOLIS,6691,1536
Centro-Oeste,MS,SIDROLANDIA,12110,9242
Nordeste,PI,SIGEFREDO PACHECO,830,5200
Sudeste,RJ,SILVA JARDIM,8495,3376
Centro-Oeste,GO,SILVANIA,7116,4049
Norte,TO,SILVANOPOLIS,1192,1793
Sul,RS,SILVEIRA MARTINS,1087,627
Sudeste,MG,SILVEIRANIA,631,1238
Sudeste,SP,SILVEIRAS,2255,1167
Norte,AM,SILVES,784,3966
Sudeste,MG,SILVIANOPOLIS,2334,915
Nordeste,SE,SIMAO DIAS,4971,19094
Sudeste,MG,SIMAO PEREIRA,945,1012
Nordeste,PI,SIMOES,1089,7179
Nordeste,BA,SIMOES FILHO,15305,42380
Centro-Oeste,GO,SIMOLANDIA,1505,2092
Sudeste,MG,SIMONESIA,4597,4740
Nordeste,PI,SIMPLICIO MENDES,1048,5844
Exterior,ZZ,SINGAPURA-SING,164,59
Sul,RS,SINIMBU,2924,2590
Centro-Oeste,MT,SINOP,52446,15331
Sul,PR,SIQUEIRA CAMPOS,7000,4439
Nordeste,PE,SIRINHAEM,6245,13461
Nordeste,SE,SIRIRI,1079,3508
Centro-Oeste,GO,SITIO D'ABADIA,607,1034
Nordeste,BA,SITIO DO MATO,1196,5079
Nordeste,BA,SITIO DO QUINTO,890,5595
Nordeste,MA,SITIO NOVO,2800,7484
Nordeste,RN,SITIO NOVO,550,2602
Norte,TO,SITIO NOVO DO TOCANTINS,1556,4045
Nordeste,BA,SOBRADINHO,2811,10296
Sul,RS,SOBRADINHO,5372,3106
Nordeste,PB,SOBRADO,1546,3636
Nordeste,CE,SOBRAL,34651,69923
Sudeste,MG,SOBRALIA,1452,1281
Sudeste,SP,SOCORRO,17090,3039
Nordeste,PI,SOCORRO DO PIAUI,441,2362
Nordeste,PB,SOLANEA,4193,10862
Sul,RS,SOLEDADE,8802,7203
Nordeste,PB,SOLEDADE,2235,5688
Sudeste,MG,SOLEDADE DE MINAS,2340,1149
Nordeste,PE,SOLIDAO,400,3588
Nordeste,CE,SOLONOPOLE,1371,8443
Sul,SC,SOMBRIO,12546,3544
Centro-Oeste,MS,SONORA,4293,2989
Sudeste,ES,SOORETAMA,6491,6269
Sudeste,SP,SOROCABA,257866,91927
Centro-Oeste,MT,SORRISO,30599,9939
Nordeste,PB,SOSSEGO,316,1996
Norte,PA,SOURE,3137,9682
Nordeste,PB,SOUSA,9621,26445
Nordeste,BA,SOUTO SOARES,854,8807
Exterior,ZZ,STA C LA SIERRA-BOLI,1026,130
Norte,TO,SUCUPIRA,550,544
Nordeste,MA,SUCUPIRA DO NORTE,1024,4801
Nordeste,MA,SUCUPIRA DO RIACHAO,298,2538
Sudeste,SP,SUD MENNUCCI,2579,1739
Sul,SC,SUL BRASIL,985,949
Sul,PR,SULINA,1063,1160
Sudeste,SP,SUMARE,88674,40727
Nordeste,PB,SUME,1888,7865
Sudeste,RJ,SUMIDOURO,6653,2595
Nordeste,PE,SURUBIM,11188,22848
Nordeste,PI,SUSSUAPARA,758,4164
Sudeste,SP,SUZANAPOLIS,1133,834
Sudeste,SP,SUZANO,98160,47201
Exterior,ZZ,SYDNEY,1351,718
Sul,RS,TABAI,1719,1122
Centro-Oeste,MT,TABAPORA,3331,1083
Sudeste,SP,TABAPUA,4821,1371
Norte,AM,TABATINGA,7061,15809
Sudeste,SP,TABATINGA,4951,2428
Nordeste,PE,TABIRA,2083,13138
Sudeste,SP,TABOAO DA SERRA,77834,64301
Norte,TO,TABOCAO,846,952
Nordeste,BA,TABOCAS DO BREJO VELHO,1086,5802
Nordeste,RN,TABOLEIRO GRANDE,452,1524
Sudeste,MG,TABULEIRO,1244,1490
Nordeste,CE,TABULEIRO DO NORTE,3380,14930
Nordeste,PE,TACAIMBO,1610,5724
Nordeste,PE,TACARATU,1274,10527
Sudeste,SP,TACIBA,1949,1543
Nordeste,PB,TACIMA,1062,3939
Centro-Oeste,MS,TACURU,1443,2954
Sudeste,SP,TAGUAI,4314,1878
Norte,TO,TAGUATINGA,2451,4471
Sudeste,SP,TAIACU,1884,1223
Norte,PA,TAILANDIA,13392,16910
Sul,SC,TAIO,9199,1752
Sudeste,MG,TAIOBEIRAS,10419,5537
Norte,TO,TAIPAS DO TOCANTINS,275,812
Exterior,ZZ,TAIPE,178,38
Nordeste,RN,TAIPU,1568,5938
Sudeste,SP,TAIUVA,2441,639
Exterior,ZZ,TALIN,12,26
Norte,TO,TALISMA,710,872
Nordeste,PE,TAMANDARE,3560,8304
Sul,PR,TAMARANA,3403,2499
Sudeste,SP,TAMBAU,7596,3148
Sul,PR,TAMBOARA,1902,1098
Nordeste,CE,TAMBORIL,2170,12380
Nordeste,PI,TAMBORIL DO PIAUI,226,1655
Sudeste,SP,TANABI,10629,3143
Nordeste,RN,TANGARA,2658,5198
Sul,SC,TANGARA,3851,1301
Centro-Oeste,MT,TANGARA DA SERRA,34821,10314
Sudeste,RJ,TANGUA,10803,5901
Nordeste,BA,TANHACU,3125,9485
Nordeste,AL,TANQUE D'ARCA,504,2987
Nordeste,PI,TANQUE DO PIAUI,253,1448
Nordeste,BA,TANQUE NOVO,1370,8013
Nordeste,BA,TANQUINHO,1036,4365
Sudeste,MG,TAPARUBA,981,1149
Norte,AM,TAPAUA,2457,5288
Sul,PR,TAPEJARA,5866,2642
Sul,RS,TAPEJARA,9981,2818
Sul,RS,TAPERA,3608,2588
Nordeste,BA,TAPEROA,1787,7037
Nordeste,PB,TAPEROA,1525,6084
Sul,RS,TAPES,4502,3551
Sul,PR,TAPIRA,2017,1463
Sudeste,MG,TAPIRA,2000,824
Sudeste,MG,TAPIRAI,540,633
Sudeste,SP,TAPIRAI,2570,1245
Nordeste,BA,TAPIRAMUTA,1216,5458
Sudeste,SP,TAPIRATIBA,4350,2454
Centro-Oeste,MT,TAPURAH,4259,1182
Sul,RS,TAQUARA,22327,7853
Sudeste,MG,TAQUARACU DE MINAS,1751,935
Sudeste,SP,TAQUARAL,1032,465
Centro-Oeste,GO,TAQUARAL DE GOIAS,1759,1102
Nordeste,AL,TAQUARANA,1986,7341
Sul,RS,TAQUARI,9523,5392
Sudeste,SP,TAQUARITINGA,18278,7212
Nordeste,PE,TAQUARITINGA DO NORTE,6149,8009
Sudeste,SP,TAQUARITUBA,7829,4108
Sudeste,SP,TAQUARIVAI,2255,980
Sul,RS,TAQUARUCU DO SUL,1042,966
Centro-Oeste,MS,TAQUARUSSU,998,1220
Sudeste,SP,TARABAI,1928,1704
Norte,AC,TARAUACA,8292,5267
Nordeste,CE,TARRAFAS,508,4730
Norte,AP,TARTARUGALZINHO,2092,3670
Sudeste,SP,TARUMA,5665,2247
Sudeste,MG,TARUMIRIM,3712,3184
Nordeste,MA,TASSO FRAGOSO,1333,3045
Sudeste,SP,TATUI,45426,11048
Nordeste,CE,TAUA,7921,21691
Sudeste,SP,TAUBATE,128269,30037
Sul,RS,TAVARES,1701,1395
Nordeste,PB,TAVARES,877,7133
Exterior,ZZ,TEERA,22,7
Norte,AM,TEFE,8159,18878
Exterior,ZZ,TEGUCIGALPA,52,26
Nordeste,PB,TEIXEIRA,1602,6572
Nordeste,BA,TEIXEIRA DE FREITAS,34772,33442
Sul,PR,TEIXEIRA SOARES,3431,2475
Sudeste,MG,TEIXEIRAS,2824,3789
Norte,RO,TEIXEIROPOLIS,1810,996
Nordeste,CE,TEJUCUOCA,1624,9214
Sudeste,SP,TEJUPA,1323,1204
Exterior,ZZ,TEL AVIV,391,115
Sul,PR,TELEMACO BORBA,26848,11740
Nordeste,SE,TELHA,726,1720
Nordeste,RN,TENENTE ANANIAS,1051,4411
Nordeste,RN,TENENTE LAURENTINO CRUZ,905,2682
Sul,RS,TENENTE PORTELA,3660,3716
Nordeste,PB,TENORIO,258,1717
Nordeste,BA,TEODORO SAMPAIO,409,4008
Sudeste,SP,TEODORO SAMPAIO,5936,5234
Nordeste,BA,TEOFILANDIA,1296,10197
Sudeste,MG,TEOFILO OTONI,33970,28194
Nordeste,BA,TEOLANDIA,1739,5519
Nordeste,AL,TEOTONIO VILELA,6684,12110
Centro-Oeste,MS,TERENOS,5007,3956
Nordeste,PI,TERESINA,162652,273796
Centro-Oeste,GO,TERESINA DE GOIAS,461,1085
Sudeste,RJ,TERESOPOLIS,66081,17579
Nordeste,PE,TEREZINHA,630,3900
Centro-Oeste,GO,TEREZOPOLIS DE GOIAS,2735,1630
Norte,PA,TERRA ALTA,2241,4726
Sul,PR,TERRA BOA,7304,2433
Sul,RS,TERRA DE AREIA,3790,1562
Nordeste,PE,TERRA NOVA,469,5641
Nordeste,BA,TERRA NOVA,940,5785
Centro-Oeste,MT,TERRA NOVA DO NORTE,3498,2278
Sul,PR,TERRA RICA,5989,2839
Sudeste,SP,TERRA ROXA,3060,1206
Sul,PR,TERRA ROXA,7616,2784
Norte,PA,TERRA SANTA,3753,5303
Centro-Oeste,MT,TESOURO,690,706
Sul,RS,TEUTONIA,12878,5657
Norte,RO,THEOBROMA,3441,1759
Nordeste,CE,TIANGUA,13126,26590
Sul,PR,TIBAGI,5755,5041
Nordeste,RN,TIBAU,1108,2382
Nordeste,RN,TIBAU DO SUL,2682,5293
Sudeste,SP,TIETE,16856,3825
Sul,SC,TIGRINHOS,782,690
Sul,SC,TIJUCAS,16227,3770
Sul,PR,TIJUCAS DO SUL,5129,3534
Nordeste,PE,TIMBAUBA,9717,19783
Nordeste,RN,TIMBAUBA DOS BATISTAS,648,1150
Sul,SC,TIMBE DO SUL,2730,746
Nordeste,MA,TIMBIRAS,1936,11438
Sul,SC,TIMBO,22582,2615
Sul,SC,TIMBO GRANDE,1846,1958
Sudeste,SP,TIMBURI,1040,500
Nordeste,MA,TIMON,21797,62087
Sudeste,MG,TIMOTEO,28465,12599
Sul,RS,TIO HUGO,1188,679
Sudeste,MG,TIRADENTES,2629,1764
Sul,RS,TIRADENTES DO SUL,1674,1823
Sudeste,MG,TIROS,2832,815
Nordeste,SE,TOBIAS BARRETO,6832,21192
Norte,TO,TOCANTINIA,867,2683
Norte,TO,TOCANTINOPOLIS,3592,7512
Sudeste,MG,TOCANTINS,5092,3861
Sudeste,MG,TOCOS DO MOJI,1475,1232
Sudeste,MG,TOLEDO,2876,1013
Sul,PR,TOLEDO,55323,21097
Nordeste,SE,TOMAR DO GERU,1540,4859
Sul,PR,TOMAZINA,3090,1745
Sudeste,MG,TOMBOS,2064,2658
Norte,PA,TOME-ACU,11569,19586
Norte,AM,TONANTINS,1013,5410
Exterior,ZZ,TOQUIO,11863,1417
Nordeste,PE,TORITAMA,9830,13038
Centro-Oeste,MT,TORIXOREU,1200,1021
Exterior,ZZ,TORONTO,3845,1581
Sul,RS,TOROPI,1271,730
Sudeste,SP,TORRE DE PEDRA,1230,359
Sul,RS,TORRES,14136,5997
Sudeste,SP,TORRINHA,4030,1024
Nordeste,RN,TOUROS,5357,11582
Sudeste,SP,TRABIJU,681,436
Norte,PA,TRACUATEUA,3100,13507
Nordeste,PE,TRACUNHAEM,2287,5693
Nordeste,AL,TRAIPU,1508,9658
Norte,PA,TRAIRAO,3815,2456
Nordeste,CE,TRAIRI,5946,24614
Sudeste,RJ,TRAJANO DE MORAES,3002,2588
Sul,RS,TRAMANDAI,15303,7784
Sul,RS,TRAVESSEIRO,938,641
Nordeste,BA,TREMEDAL,1831,7658
Sudeste,SP,TREMEMBE,14843,3932
Sul,RS,TRES ARROIOS,1337,669
Sul,SC,TRES BARRAS,7237,3096
Sul,PR,TRES BARRAS DO PARANA,3889,2958
Sul,RS,TRES CACHOEIRAS,4784,1354
Sudeste,MG,TRES CORACOES,27186,10716
Sul,RS,TRES COROAS,10171,3489
Sul,RS,TRES DE MAIO,9625,4500
Sul,RS,TRES FORQUILHAS,1205,785
Sudeste,SP,TRES FRONTEIRAS,2309,981
Centro-Oeste,MS,TRES LAGOAS,34967,16944
Sudeste,MG,TRES MARIAS,8862,5797
Sul,RS,TRES PALMEIRAS,1308,1637
Sul,RS,TRES PASSOS,8297,5713
Sudeste,MG,TRES PONTAS,17169,13133
Centro-Oeste,GO,TRES RANCHOS,1183,1182
Sudeste,RJ,TRES RIOS,23461,18369
Sul,SC,TREVISO,2680,502
Sul,SC,TREZE DE MAIO,4503,543
Sul,SC,TREZE TILIAS,3657,895
Centro-Oeste,GO,TRINDADE,39180,19604
Nordeste,PE,TRINDADE,3316,11966
Sul,RS,TRINDADE DO SUL,1703,1980
Sul,RS,TRIUNFO,10016,5263
Nordeste,PB,TRIUNFO,551,4507
