regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Sudeste,MG,CONCEICAO DO MATO DENTRO,3189,6322
Sudeste,MG,CONCEICAO DO PARA,2491,875
Sudeste,MG,CONCEICAO DO RIO VERDE,3518,3077
Norte,TO,CONCEICAO DO TOCANTINS,455,1372
Sudeste,MG,CONCEICAO DOS OUROS,4635,1550
Exterior,ZZ,CONCEPCION,40,0
Sudeste,SP,CONCHAL,12002,2627
Sudeste,SP,CONCHAS,6887,1836
Sul,SC,CONCORDIA,33063,10815
Norte,PA,CONCORDIA DO PARA,5179,9628
Nordeste,PB,CONDADO,710,3317
Nordeste,PE,CONDADO,3940,9638
Nordeste,BA,CONDE,2235,9353
Nordeste,PB,CONDE,5332,9809
Nordeste,BA,CONDEUBA,2788,6823
Sul,RS,CONDOR,2672,1627
Sudeste,MG,CONEGO MARINHO,566,3152
Sudeste,MG,CONFINS,2985,1425
Centro-Oeste,MT,CONFRESA,8181,4172
Nordeste,PB,CONGO,613,3086
Sudeste,MG,CONGONHAL,4653,1668
Sudeste,MG,CONGONHAS,16554,11565
Sudeste,MG,CONGONHAS DO NORTE,623,1554
Sul,PR,CONGONHINHAS,2281,2730
Sudeste,MG,CONQUISTA,2212,1469
Centro-Oeste,MT,CONQUISTA D'OESTE,1307,541
Sudeste,MG,CONSELHEIRO LAFAIETE,35020,30180
Sul,PR,CONSELHEIRO MAIRINCK,1298,866
Sudeste,MG,CONSELHEIRO PENA,6420,4111
Sudeste,MG,CONSOLACAO,796,373
Sul,RS,CONSTANTINA,3364,2820
Sudeste,MG,CONTAGEM,202384,105418
Sul,PR,CONTENDA,6493,3270
Nordeste,BA,CONTENDAS DO SINCORA,541,2099
Exterior,ZZ,COPENHAGUE-DINA,190,420
Sudeste,MG,COQUEIRAL,2931,2087
Sul,RS,COQUEIRO BAIXO,826,204
Nordeste,AL,COQUEIRO SECO,1265,2016
Sul,RS,COQUEIROS DO SUL,1290,535
Sudeste,MG,CORACAO DE JESUS,3221,9403
Nordeste,BA,CORACAO DE MARIA,2490,12511
Sul,PR,CORBELIA,7252,3322
Sudeste,RJ,CORDEIRO,7339,3478
Sudeste,SP,CORDEIROPOLIS,10191,2904
Nordeste,BA,CORDEIROS,1552,2914
Sul,SC,CORDILHEIRA ALTA,1980,1120
Sudeste,MG,CORDISBURGO,2253,2248
Sudeste,MG,CORDISLANDIA,895,882
Exterior,ZZ,CORDOBA,157,152
Nordeste,CE,COREAU,2559,10974
Nordeste,PB,COREMAS,1608,6887
Centro-Oeste,MS,CORGUINHO,1364,1025
Nordeste,BA,CORIBE,1784,6538
Sudeste,MG,CORINTO,5534,6044
Sul,PR,CORNELIO PROCOPIO,19513,7513
Sudeste,MG,COROACI,2580,2418
Sudeste,SP,COROADOS,2369,569
Nordeste,MA,COROATA,8436,22054
Sudeste,MG,COROMANDEL,10220,5264
Sul,RS,CORONEL BARROS,1298,667
Sul,RS,CORONEL BICACO,1935,2163
Sul,PR,CORONEL DOMINGOS SOARES,1295,2483
Nordeste,RN,CORONEL EZEQUIEL,598,2602
Sudeste,MG,CORONEL FABRICIANO,35471,18177
Sul,SC,CORONEL FREITAS,3824,2483
Nordeste,RN,CORONEL JOAO PESSOA,363,2409
Nordeste,BA,CORONEL JOAO SA,1130,8211
Nordeste,PI,CORONEL JOSE DIAS,209,3312
Sudeste,SP,CORONEL MACEDO,1362,1344
Sul,SC,CORONEL MARTINS,790,802
Sudeste,MG,CORONEL MURTA,1104,3276
Sudeste,MG,CORONEL PACHECO,963,952
Sul,RS,CORONEL PILAR,942,225
Centro-Oeste,MS,CORONEL SAPUCAIA,3532,3351
Sul,PR,CORONEL VIVIDA,7127,6499
Sudeste,MG,CORONEL XAVIER CHAVES,892,1056
Sudeste,MG,CORREGO DANTA,1114,763
Sudeste,MG,CORREGO DO BOM JESUS,1902,795
Centro-Oeste,GO,CORREGO DO OURO,1377,409
Sudeste,MG,CORREGO FUNDO,1927,1311
Sudeste,MG,CORREGO NOVO,705,1313
Sul,SC,CORREIA PINTO,5419,3433
Nordeste,PI,CORRENTE,3426,10628
Nordeste,PE,CORRENTES,951,7755
Nordeste,BA,CORRENTINA,3753,13658
Nordeste,PE,CORTES,1892,5651
Centro-Oeste,MS,CORUMBA,27107,20013
Centro-Oeste,GO,CORUMBA DE GOIAS,3221,1781
Centro-Oeste,GO,CORUMBAIBA,2666,1691
Sudeste,SP,CORUMBATAI,1814,414
Sul,PR,CORUMBATAI DO SUL,1221,1308
Norte,RO,CORUMBIARA,2585,1613
Sul,SC,CORUPA,7716,1454
Nordeste,AL,CORURIPE,13819,11098
Sudeste,SP,COSMOPOLIS,21333,9109
Sudeste,SP,COSMORAMA,3250,1250
Norte,RO,COSTA MARQUES,3320,2329
Centro-Oeste,MS,COSTA RICA,8245,4710
Nordeste,BA,COTEGIPE,1259,6312
Sudeste,SP,COTIA,72473,43296
Sul,RS,COTIPORA,2252,493
Centro-Oeste,MT,COTRIGUACU,3342,2114
Sudeste,MG,COUTO DE MAGALHAES DE MINAS,567,1613
Norte,TO,COUTO MAGALHAES,1027,1886
Sul,RS,COXILHA,1159,847
Centro-Oeste,MS,COXIM,9704,6376
Nordeste,PB,COXIXOLA,259,1107
Nordeste,AL,CRAIBAS,2099,11200
Nordeste,CE,CRATEUS,8323,32592
Nordeste,CE,CRATO,10784,59204
Sudeste,SP,CRAVINHOS,13546,3539
Nordeste,BA,CRAVOLANDIA,416,2251
Sul,SC,CRICIUMA,89133,19694
Sudeste,MG,CRISOLITA,656,2182
Nordeste,BA,CRISOPOLIS,1515,9384
Sul,RS,CRISSIUMAL,4501,3470
Sudeste,MG,CRISTAIS,3284,2163
Sudeste,SP,CRISTAIS PAULISTA,3576,1377
Sul,RS,CRISTAL,2494,1976
Sul,RS,CRISTAL DO SUL,758,1149
Norte,TO,CRISTALANDIA,1681,1903
Nordeste,PI,CRISTALANDIA DO PIAUI,561,3196
Sudeste,MG,CRISTALIA,638,2217
Centro-Oeste,GO,CRISTALINA,15610,7459
Sudeste,MG,CRISTIANO OTONI,1638,1232
Centro-Oeste,GO,CRISTIANOPOLIS,1563,717
Sudeste,MG,CRISTINA,3643,1662
Nordeste,SE,CRISTINAPOLIS,1488,7394
Nordeste,PI,CRISTINO CASTRO,908,4411
Nordeste,BA,CRISTOPOLIS,1712,6381
Centro-Oeste,GO,CRIXAS,3964,4654
Norte,TO,CRIXAS DO TOCANTINS,380,542
Nordeste,CE,CROATA,1577,8377
Centro-Oeste,GO,CROMINIA,1570,846
Sudeste,MG,CRUCILANDIA,1983,1240
Nordeste,CE,CRUZ,4293,9882
Sul,RS,CRUZ ALTA,20626,13134
Nordeste,BA,CRUZ DAS ALMAS,10681,25147
Nordeste,PB,CRUZ DO ESPIRITO SANTO,2859,8871
Sul,PR,CRUZ MACHADO,6305,4364
Sudeste,SP,CRUZALIA,1081,488
Sul,RS,CRUZALTENSE,1121,524
Sudeste,SP,CRUZEIRO,30111,9254
Sudeste,MG,CRUZEIRO DA FORTALEZA,1759,989
Sul,PR,CRUZEIRO DO IGUACU,1142,1537
Sul,PR,CRUZEIRO DO OESTE,8283,3852
Norte,AC,CRUZEIRO DO SUL,31147,7818
Sul,PR,CRUZEIRO DO SUL,1434,1681
Sul,RS,CRUZEIRO DO SUL,4993,2147
Nordeste,RN,CRUZETA,1286,3462
Sudeste,MG,CRUZILIA,4583,3663
Sul,PR,CRUZMALTINA,1293,733
Sudeste,SP,CUBATAO,39026,25584
Nordeste,PB,CUBATI,1216,3384
Centro-Oeste,MT,CUIABA,222077,109681
Nordeste,PB,CUITE,2333,9750
Nordeste,PB,CUITE DE MAMANGUAPE,863,3965
Nordeste,PB,CUITEGI,933,3160
Norte,RO,CUJUBIM,4975,1775
Centro-Oeste,GO,CUMARI,799,997
Nordeste,PE,CUMARU,2060,7698
Norte,PA,CUMARU DO NORTE,1724,1878
Nordeste,SE,CUMBE,840,1908
Sudeste,SP,CUNHA,7824,3725
Sul,SC,CUNHA PORA,5790,1177
Sul,SC,CUNHATAI,874,530
Sudeste,MG,CUPARAQUE,1853,726
Nordeste,PE,CUPIRA,4019,9441
Nordeste,BA,CURACA,2484,15160
Nordeste,PI,CURIMATA,968,4983
Norte,PA,CURIONOPOLIS,5406,5195
Sul,PR,CURITIBA,786377,241015
Sul,SC,CURITIBANOS,14273,6912
Sul,PR,CURIUVA,4394,3171
Nordeste,PI,CURRAIS,490,3284
Nordeste,RN,CURRAIS NOVOS,8524,13427
Nordeste,PB,CURRAL DE CIMA,676,2927
Sudeste,MG,CURRAL DE DENTRO,1457,2113
Nordeste,PI,CURRAL NOVO DO PIAUI,220,2907
Nordeste,PB,CURRAL VELHO,305,1295
Norte,PA,CURRALINHO,2076,11165
Nordeste,PI,CURRALINHOS,408,2777
Norte,PA,CURUA,1482,5629
Norte,PA,CURUCA,5033,15550
Nordeste,MA,CURURUPU,2196,12685
Centro-Oeste,MT,CURVELANDIA,1755,985
Sudeste,MG,CURVELO,20575,17396
Nordeste,PE,CUSTODIA,2079,17174
Norte,AP,CUTIAS,800,1961
Exterior,ZZ,DACAR,32,24
Centro-Oeste,GO,DAMIANOPOLIS,1253,1051
Nordeste,PB,DAMIAO,471,2678
Centro-Oeste,GO,DAMOLANDIA,1503,787
Exterior,ZZ,DAR ES SALAAM,6,7
Norte,TO,DARCINOPOLIS,991,1814
Nordeste,BA,DARIO MEIRA,865,4273
Sudeste,MG,DATAS,739,2090
Sul,RS,DAVID CANABARRO,1808,1249
Centro-Oeste,GO,DAVINOPOLIS,1225,1338
Nordeste,MA,DAVINOPOLIS,2739,5126
Sudeste,MG,DELFIM MOREIRA,3167,1510
Sudeste,MG,DELFINOPOLIS,2406,1406
Nordeste,AL,DELMIRO GOUVEIA,4009,22523
Sudeste,MG,DELTA,1893,2066
Nordeste,PI,DEMERVAL LOBAO,1807,6833
Centro-Oeste,MT,DENISE,2144,1641
Centro-Oeste,MS,DEODAPOLIS,3983,2750
Nordeste,CE,DEPUTADO IRAPUAN PINHEIRO,448,4638
Sul,RS,DERRUBADAS,1076,960
Sudeste,SP,DESCALVADO,13415,3129
Sul,SC,DESCANSO,3389,2077
Sudeste,MG,DESCOBERTO,1508,1586
Nordeste,PB,DESTERRO,848,4151
Sudeste,MG,DESTERRO DE ENTRE RIOS,2394,1357
Sudeste,MG,DESTERRO DO MELO,1142,1112
Sul,RS,DEZESSEIS DE NOVEMBRO,899,932
Sudeste,SP,DIADEMA,117805,108740
Nordeste,PB,DIAMANTE,602,3149
Sul,PR,DIAMANTE D'OESTE,1105,1647
Sul,PR,DIAMANTE DO NORTE,1939,1245
Sul,PR,DIAMANTE DO SUL,1008,1165
Sudeste,MG,DIAMANTINA,8605,13966
Centro-Oeste,MT,DIAMANTINO,6984,3687
Norte,TO,DIANOPOLIS,3012,5206
Nordeste,BA,DIAS D'AVILA,8750,26227
Sul,RS,DILERMANDO DE AGUIAR,1168,865
Exterior,ZZ,DILI,27,11
Sudeste,MG,DIOGO DE VASCONCELOS,648,1788
Sudeste,MG,DIONISIO,1755,2087
Sul,SC,DIONISIO CERQUEIRA,4399,3745
Centro-Oeste,GO,DIORAMA,941,605
Sudeste,SP,DIRCE REIS,618,465
Nordeste,PI,DIRCEU ARCOVERDE,305,3935
Nordeste,SE,DIVINA PASTORA,510,2125
Sudeste,MG,DIVINESIA,1013,1724
Sudeste,MG,DIVINO,4025,5695
Sudeste,MG,DIVINO DAS LARANJEIRAS,1562,1177
Sudeste,ES,DIVINO DE SAO LOURENCO,1685,1015
Sudeste,SP,DIVINOLANDIA,5084,1519
Sudeste,MG,DIVINOLANDIA DE MINAS,1622,1761
Sudeste,MG,DIVINOPOLIS,77001,41154
Centro-Oeste,GO,DIVINOPOLIS DE GOIAS,1418,2102
Norte,TO,DIVINOPOLIS DO TOCANTINS,1380,2283
Sudeste,MG,DIVISA ALEGRE,1278,1586
Sudeste,MG,DIVISA NOVA,1760,1609
Sudeste,MG,DIVISOPOLIS,1272,2856
Sudeste,SP,DOBRADA,2260,1868
Exterior,ZZ,DOHA,160,39
Sudeste,SP,DOIS CORREGOS,9845,2654
Sul,RS,DOIS IRMAOS,13371,5483
Sul,RS,DOIS IRMAOS DAS MISSOES,673,809
Centro-Oeste,MS,DOIS IRMAOS DO BURITI,2029,3330
Norte,TO,DOIS IRMAOS DO TOCANTINS,1066,2168
Sul,RS,DOIS LAJEADOS,1737,480
Nordeste,AL,DOIS RIACHOS,1072,4444
Sul,PR,DOIS VIZINHOS,12353,10951
Sudeste,SP,DOLCINOPOLIS,677,831
Centro-Oeste,MT,DOM AQUINO,2586,1660
Nordeste,BA,DOM BASILIO,805,6708
Sudeste,MG,DOM BOSCO,1131,1012
Sudeste,MG,DOM CAVATI,1932,1092
Norte,PA,DOM ELISEU,8200,10573
Nordeste,PI,DOM EXPEDITO LOPES,795,3949
Sul,RS,DOM FELICIANO,3758,3853
Nordeste,PI,DOM INOCENCIO,439,4696
Sudeste,MG,DOM JOAQUIM,865,1448
Nordeste,BA,DOM MACEDO COSTA,738,2162
Sul,RS,DOM PEDRITO,10132,9557
Nordeste,MA,DOM PEDRO,3588,8585
Sul,RS,DOM PEDRO DE ALCANTARA,1326,573
Sudeste,MG,DOM SILVERIO,1120,1756
Sudeste,MG,DOM VICOSO,1302,693
Sudeste,ES,DOMINGOS MARTINS,15930,4831
Nordeste,PI,DOMINGOS MOURAO,316,2255
Sul,SC,DONA EMMA,1718,639
Sudeste,MG,DONA EUSEBIA,1900,2038
Sul,RS,DONA FRANCISCA,1363,948
Nordeste,PB,DONA INES,936,5288
Sudeste,MG,DORES DE CAMPOS,3350,1996
Sudeste,MG,DORES DE GUANHAES,1059,1890
Sudeste,MG,DORES DO INDAIA,4926,2154
Sudeste,ES,DORES DO RIO PRETO,2254,1810
Sudeste,MG,DORES DO TURVO,1327,1854
Sudeste,MG,DORESOPOLIS,582,482
Nordeste,PE,DORMENTES,1936,8858
Centro-Oeste,MS,DOURADINA,1876,1346
Sul,PR,DOURADINA,3394,1875
Sudeste,SP,DOURADO,3406,1164
Sudeste,MG,DOURADOQUARA,605,681
Centro-Oeste,MS,DOURADOS,76753,35815
Sul,PR,DOUTOR CAMARGO,2575,1118
Sul,RS,DOUTOR MAURICIO CARDOSO,2005,1235
Sul,SC,DOUTOR PEDRINHO,1998,317
Sul,RS,DOUTOR RICARDO,1126,388
Nordeste,RN,DOUTOR SEVERIANO,491,3665
Sul,PR,DOUTOR ULYSSES,1532,1823
Centro-Oeste,GO,DOVERLANDIA,2154,2126
Sudeste,SP,DRACENA,19141,4710
Sudeste,SP,DUARTINA,4879,1922
Sudeste,RJ,DUAS BARRAS,3871,2528
Nordeste,PB,DUAS ESTRADAS,597,1875
Exterior,ZZ,DUBLIN,437,510
Norte,TO,DUERE,945,1206
Sudeste,SP,DUMONT,3714,1088
Nordeste,MA,DUQUE BACELAR,591,5931
Sudeste,RJ,DUQUE DE CAXIAS,300227,136240
Sudeste,MG,DURANDE,1729,2517
Sudeste,SP,ECHAPORA,2431,1079
Sudeste,ES,ECOPORANGA,5903,6912
Centro-Oeste,GO,EDEALINA,1796,937
Centro-Oeste,GO,EDEIA,4148,2566
Norte,AM,EIRUNEPE,3137,8836
Centro-Oeste,MS,ELDORADO,3771,1830
Sudeste,SP,ELDORADO,3890,3256
Sul,RS,ELDORADO DO SUL,9705,6858
Norte,PA,ELDORADO DOS CARAJAS,4937,6733
Nordeste,PI,ELESBAO VELOSO,1120,7653
Sudeste,SP,ELIAS FAUSTO,6815,1950
Nordeste,PI,ELISEU MARTINS,584,1974
Sudeste,SP,ELISIARIO,1593,444
Nordeste,BA,ELISIO MEDRADO,980,3684
Sudeste,MG,ELOI MENDES,10394,3689
Nordeste,PB,EMAS,415,1678
Sudeste,SP,EMBAUBA,1195,456
Sudeste,SP,EMBU DAS ARTES,68422,57509
Sudeste,SP,EMBU-GUACU,21334,12537
Sudeste,SP,EMILIANOPOLIS,1090,766
Sul,RS,ENCANTADO,9897,3140
Nordeste,RN,ENCANTO,410,2999
Exterior,ZZ,ENCARNACION,93,18
Nordeste,BA,ENCRUZILHADA,2368,7657
Sul,RS,ENCRUZILHADA DO SUL,6116,7041
Sul,PR,ENEAS MARQUES,1715,2308
Sul,PR,ENGENHEIRO BELTRAO,5050,2622
Sudeste,MG,ENGENHEIRO CALDAS,2747,2065
Sudeste,SP,ENGENHEIRO COELHO,7049,2810
Sudeste,MG,ENGENHEIRO NAVARRO,1033,2719
Sudeste,RJ,ENGENHEIRO PAULO DE FRONTIN,4670,2713
Sul,RS,ENGENHO VELHO,413,478
Sudeste,MG,ENTRE FOLHAS,1870,1657
Sul,SC,ENTRE RIOS,562,1564
Nordeste,BA,ENTRE RIOS,3797,16995
Sudeste,MG,ENTRE RIOS DE MINAS,4017,4108
Sul,PR,ENTRE RIOS DO OESTE,2062,635
Sul,RS,ENTRE RIOS DO SUL,1014,910
Sul,RS,ENTRE-IJUIS,3125,2402
Norte,AM,ENVIRA,1405,4870
Norte,AC,EPITACIOLANDIA,6284,2026
Nordeste,RN,EQUADOR,1030,2189
Sul,RS,EREBANGO,1149,765
Sul,RS,ERECHIM,42360,16527
Nordeste,CE,ERERE,506,3094
Nordeste,BA,ERICO CARDOSO,1128,4018
Sul,SC,ERMO,1338,322
Sul,RS,ERNESTINA,1284,853
Sul,RS,ERVAL GRANDE,1530,1674
Sul,RS,ERVAL SECO,1940,2261
Sul,SC,ERVAL VELHO,2316,777
Sudeste,MG,ERVALIA,3854,6593
Nordeste,PE,ESCADA,9595,25451
Sul,RS,ESMERALDA,1106,784
Sudeste,MG,ESMERALDAS,17287,14139
Sudeste,MG,ESPERA FELIZ,5453,5949
Nordeste,PB,ESPERANCA,6337,11949
Sul,RS,ESPERANCA DO SUL,1000,1196
Sul,PR,ESPERANCA NOVA,1010,422
Nordeste,PI,ESPERANTINA,5532,15553
Norte,TO,ESPERANTINA,1070,3125
Nordeste,MA,ESPERANTINOPOLIS,1781,8042
Sul,PR,ESPIGAO ALTO DO IGUACU,1886,1209
Norte,RO,ESPIGAO DO OESTE,12536,4593
Sudeste,MG,ESPINOSA,5454,9863
Nordeste,RN,ESPIRITO SANTO,1838,3418
Sudeste,MG,ESPIRITO SANTO DO DOURADO,2044,1141
Sudeste,SP,ESPIRITO SANTO DO PINHAL,16536,4926
Sudeste,SP,ESPIRITO SANTO DO TURVO,1354,796
Nordeste,BA,ESPLANADA,3320,13746
Sul,RS,ESPUMOSO,5698,3851
Sul,RS,ESTACAO,2684,1130
Nordeste,SE,ESTANCIA,8590,24515
Sul,RS,ESTANCIA VELHA,20689,5921
Sul,RS,ESTEIO,30443,18829
Sudeste,MG,ESTIVA,4013,2093
Sudeste,SP,ESTIVA GERBI,4662,1395
Exterior,ZZ,ESTOCOLMO,421,666
Nordeste,MA,ESTREITO,6238,9599
Sul,RS,ESTRELA,14841,4327
Sudeste,SP,ESTRELA D'OESTE,3624,1095
Sudeste,MG,ESTRELA DALVA,660,912
Nordeste,AL,ESTRELA DE ALAGOAS,851,6783
Sudeste,MG,ESTRELA DO INDAIA,1171,631
Sudeste,SP,ESTRELA DO NORTE,875,757
Centro-Oeste,GO,ESTRELA DO NORTE,1083,965
Sudeste,MG,ESTRELA DO SUL,1687,2081
Sul,RS,ESTRELA VELHA,1259,949
Nordeste,BA,EUCLIDES DA CUNHA,4674,25434
Sudeste,SP,EUCLIDES DA CUNHA PAULISTA,1660,2860
Sul,RS,EUGENIO DE CASTRO,1057,679
Sudeste,MG,EUGENOPOLIS,3076,2782
Nordeste,BA,EUNAPOLIS,28502,29184
Nordeste,CE,EUSEBIO,12560,19575
Sudeste,MG,EWBANK DA CAMARA,991,1776
Sudeste,MG,EXTREMA,13952,5878
Nordeste,RN,EXTREMOZ,6869,9516
Nordeste,PE,EXU,1954,17637
Nordeste,PB,FAGUNDES,1350,5834
Sul,RS,FAGUNDES VARELA,1559,296
Centro-Oeste,GO,FAINA,1736,2473
Sudeste,MG,FAMA,1203,693
Sudeste,MG,FARIA LEMOS,809,1207
Nordeste,CE,FARIAS BRITO,1552,10416
Norte,PA,FARO,633,3216
Exterior,ZZ,FARO,564,227
Sul,PR,FAROL,1176,967
Sul,RS,FARROUPILHA,34114,8491
Sudeste,SP,FARTURA,5772,2741
Nordeste,PI,FARTURA DO PIAUI,166,2978
Nordeste,BA,FATIMA,1204,9416
Norte,TO,FATIMA,1092,946
Centro-Oeste,MS,FATIMA DO SUL,7087,4458
Sul,PR,FAXINAL,6431,2448
Sul,RS,FAXINAL DO SOTURNO,2695,1579
Sul,SC,FAXINAL DOS GUEDES,3212,3366
Sul,RS,FAXINALZINHO,991,725
Centro-Oeste,GO,FAZENDA NOVA,2019,1474
Sul,PR,FAZENDA RIO GRANDE,36168,16536
Sul,RS,FAZENDA VILANOVA,1525,861
Norte,AC,FEIJO,6296,5256
Nordeste,BA,FEIRA DA MATA,1145,2192
Nordeste,BA,FEIRA DE SANTANA,115156,194826
Nordeste,AL,FEIRA GRANDE,2144,10412
Nordeste,PE,FEIRA NOVA,4231,8276
Nordeste,SE,FEIRA NOVA,792,3222
Nordeste,MA,FEIRA NOVA DO MARANHAO,1216,3083
Sudeste,MG,FELICIO DOS SANTOS,1191,1317
Nordeste,RN,FELIPE GUERRA,888,4279
Sudeste,MG,FELISBURGO,978,2145
Sudeste,MG,FELIXLANDIA,3587,3621
Sul,RS,FELIZ,6167,2103
Nordeste,AL,FELIZ DESERTO,689,1417
Centro-Oeste,MT,FELIZ NATAL,2536,1475
Sul,PR,FENIX,1544,1250
Sul,PR,FERNANDES PINHEIRO,2104,2056
Sudeste,MG,FERNANDES TOURINHO,1077,614
Nordeste,PE,FERNANDO DE NORONHA,783,748
Nordeste,MA,FERNANDO FALCAO,993,4812
Nordeste,RN,FERNANDO PEDROZA,584,1523
Sudeste,SP,FERNANDO PRESTES,2538,671
Sudeste,SP,FERNANDOPOLIS,24660,9414
Sudeste,SP,FERNAO,777,256
Sudeste,SP,FERRAZ DE VASCONCELOS,48212,36186
Norte,AP,FERREIRA GOMES,1659,2143
Nordeste,PE,FERREIROS,1925,4955
Sudeste,MG,FERROS,1940,3117
Sudeste,MG,FERVEDOURO,2200,3215
Sul,PR,FIGUEIRA,2581,2275
Centro-Oeste,MS,FIGUEIRAO,900,670
Norte,TO,FIGUEIROPOLIS,1433,1418
Centro-Oeste,MT,FIGUEIROPOLIS D'OESTE,1581,441
Nordeste,BA,FILADELFIA,1959,7417
Norte,TO,FILADELFIA,1470,2646
Nordeste,BA,FIRMINO ALVES,836,2258
Centro-Oeste,GO,FIRMINOPOLIS,4372,1550
Nordeste,AL,FLEXEIRAS,2526,2780
Sul,PR,FLOR DA SERRA DO SUL,1527,2021
Sul,SC,FLOR DO SERTAO,604,652
Sudeste,SP,FLORA RICA,603,483
Sul,PR,FLORAI,2256,1206
Nordeste,RN,FLORANIA,1414,4238
Sudeste,SP,FLOREAL,1230,521
Nordeste,PE,FLORES,1266,10591
Sul,RS,FLORES DA CUNHA,16466,2268
Centro-Oeste,GO,FLORES DE GOIAS,1779,2430
Nordeste,PI,FLORES DO PIAUI,394,2475
Nordeste,PE,FLORESTA,2005,14692
Sul,PR,FLORESTA,3163,1307
Nordeste,BA,FLORESTA AZUL,1253,3691
Norte,PA,FLORESTA DO ARAGUAIA,4363,4799
Nordeste,PI,FLORESTA DO PIAUI,158,1576
Sudeste,MG,FLORESTAL,2426,1711
Sul,PR,FLORESTOPOLIS,3760,3554
Nordeste,PI,FLORIANO,8059,24011
Sul,RS,FLORIANO PEIXOTO,735,699
Sul,SC,FLORIANOPOLIS,169952,92063
Sul,PR,FLORIDA,996,756
Sudeste,SP,FLORIDA PAULISTA,3880,1626
Sudeste,SP,FLORINEA,1048,714
Norte,AM,FONTE BOA,1645,7837
Sul,RS,FONTOURA XAVIER,2404,3354
Sudeste,MG,FORMIGA,25314,10499
Sul,RS,FORMIGUEIRO,2216,1906
Centro-Oeste,GO,FORMOSA,31609,19936
Nordeste,MA,FORMOSA DA SERRA NEGRA,2707,6215
Sul,PR,FORMOSA DO OESTE,3139,1431
Nordeste,BA,FORMOSA DO RIO PRETO,3281,8943
Sul,SC,FORMOSA DO SUL,862,991
Centro-Oeste,GO,FORMOSO,1237,1588
Sudeste,MG,FORMOSO,1414,2348
Norte,TO,FORMOSO DO ARAGUAIA,5013,4217
Sul,RS,FORQUETINHA,1312,560
Nordeste,CE,FORQUILHA,3871,9447
Sul,SC,FORQUILHINHA,12367,2743
Nordeste,CE,FORTALEZA,590033,739265
Sudeste,MG,FORTALEZA DE MINAS,1360,631
Nordeste,MA,FORTALEZA DOS NOGUEIRAS,1879,5029
Sul,RS,FORTALEZA DOS VALOS,1744,1163
Nordeste,CE,FORTIM,2708,6831
Nordeste,MA,FORTUNA,1263,6981
Sudeste,MG,FORTUNA DE MINAS,949,968
Sul,PR,FOZ DO IGUACU,99545,42061
Sul,PR,FOZ DO JORDAO,1071,1877
Sul,SC,FRAIBURGO,13838,6329
Sudeste,SP,FRANCA,126487,41285
Nordeste,PI,FRANCINOPOLIS,333,2558
Sul,PR,FRANCISCO ALVES,2920,1473
Nordeste,PI,FRANCISCO AYRES,402,2493
Sudeste,MG,FRANCISCO BADARO,1270,2468
Sul,PR,FRANCISCO BELTRAO,28034,21869
Nordeste,RN,FRANCISCO DANTAS,381,1630
Sudeste,MG,FRANCISCO DUMONT,989,1471
Nordeste,PI,FRANCISCO MACEDO,223,1748
Sudeste,SP,FRANCISCO MORATO,39062,40445
Sudeste,MG,FRANCISCO SA,3558,7970
Nordeste,PI,FRANCISCO SANTOS,907,4242
Sudeste,MG,FRANCISCOPOLIS,840,1697
Sudeste,SP,FRANCO DA ROCHA,38078,27499
Exterior,ZZ,FRANKFURT,1276,1327
Nordeste,CE,FRECHEIRINHA,1980,6818
Sul,RS,FREDERICO WESTPHALEN,11651,6713
Sudeste,MG,FREI GASPAR,797,2048
Sudeste,MG,FREI INOCENCIO,2092,2217
Sudeste,MG,FREI LAGONEGRO,652,1393
Nordeste,PB,FREI MARTINHO,495,1435
Nordeste,PE,FREI MIGUELINHO,2150,6818
Nordeste,SE,FREI PAULO,3475,5505
Sul,SC,FREI ROGERIO,1041,644
Sudeste,MG,FRONTEIRA,3515,3155
Sudeste,MG,FRONTEIRA DOS VALES,534,1891
Nordeste,PI,FRONTEIRAS,1121,5603
Sudeste,MG,FRUTA DE LEITE,503,1976
Sudeste,MG,FRUTAL,17194,9794
Nordeste,RN,FRUTUOSO GOMES,368,2328
Sudeste,ES,FUNDAO,5768,4262
Sudeste,MG,FUNILANDIA,1712,1063
Sudeste,SP,GABRIEL MONTEIRO,1558,314
Nordeste,PB,GADO BRAVO,875,4562
Sudeste,SP,GALIA,2157,1321
Sudeste,MG,GALILEIA,1844,1475
Nordeste,RN,GALINHOS,548,970
Sul,SC,GALVAO,1161,990
Nordeste,PE,GAMELEIRA,2879,7686
Centro-Oeste,GO,GAMELEIRA DE GOIAS,1322,862
Sudeste,MG,GAMELEIRAS,814,1985
Nordeste,BA,GANDU,5526,9436
Nordeste,PE,GARANHUNS,18995,49373
Nordeste,SE,GARARU,839,5632
Sudeste,SP,GARCA,18233,4647
Sul,RS,GARIBALDI,15945,3837
Sul,SC,GAROPABA,9143,3973
Norte,PA,GARRAFAO DO NORTE,3557,10084
Sul,RS,GARRUCHOS,700,1157
Sul,SC,GARUVA,6449,1834
Sul,SC,GASPAR,29511,6259
Sudeste,SP,GASTAO VIDIGAL,1005,994
Centro-Oeste,MT,GAUCHA DO NORTE,2173,1094
Sul,RS,GAURAMA,3015,1129
Nordeste,BA,GAVIAO,785,2108
